age_months,sex,P50,P75,P85,P90,P95,pct120ofP95,pct130ofP95,pct140ofP95,pct150ofP95,pct160ofP95,pct170ofP95,pct180ofP95,pct190ofP95,pct200ofP95
49.5,2,15.2772,16.1923,16.7876,17.2461,18.0317,21.638088,23.44121,25.24438,27.04755,28.850720000000003,30.65389,32.457060000000006,34.26023,36.0634
50.5,2,15.2576,16.1769,16.7772,17.2408,18.038,21.645659,23.4494,25.2532,27.057000000000002,28.8608,30.6646,32.4684,34.2722,36.076
51.5,2,15.2397,16.1638,16.7693,17.2382,18.0474,21.656857,23.46162,25.26636,27.0711,28.87584,30.68058,32.48532,34.29006,36.0948
52.5,2,15.2235,16.1528,16.7637,17.2381,18.0597,21.671607,23.47761,25.283579999999997,27.08955,28.89552,30.70149,32.50746,34.31343,36.1194
53.5,2,15.2089,16.1439,16.7606,17.2407,18.0749,21.689835,23.49737,25.304859999999998,27.11235,28.91984,30.72733,32.53482,34.34231,36.1498
54.5,2,15.1961,16.1371,16.7598,17.2457,18.0929,21.711469,23.520770000000002,25.33006,27.13935,28.94864,30.757929999999998,32.56722,34.376509999999996,36.1858
55.5,2,15.1848,16.1324,16.7613,17.2533,18.1137,21.736437,23.547810000000002,25.359180000000002,27.170550000000002,28.981920000000002,30.793290000000002,32.60466,34.41603,36.2274
56.5,2,15.1751,16.1297,16.7651,17.2632,18.1372,21.76467,23.57836,25.39208,27.2058,29.01952,30.83324,32.64696,34.460679999999996,36.2744
57.5,2,15.167,16.129,16.7711,17.2756,18.1634,21.796097,23.61242,25.428759999999997,27.2451,29.06144,30.877779999999998,32.69412,34.510459999999995,36.3268
58.5,2,15.1605,16.1302,16.7793,17.2903,18.1922,21.830649,23.64986,25.469079999999998,27.2883,29.10752,30.92674,32.745960000000004,34.56518,36.3844
59.5,2,15.1554,16.1334,16.7896,17.3073,18.2235,21.868259,23.69055,25.512900000000002,27.335250000000002,29.157600000000002,30.979950000000002,32.8023,34.62465,36.447
60.5,2,15.1519,16.1384,16.802,17.3266,18.2574,21.908857,23.734620000000003,25.56036,27.3861,29.211840000000002,31.03758,32.86332,34.68906,36.5148
61.5,2,15.1498,16.1453,16.8164,17.348,18.2936,21.952378,23.78168,25.61104,27.440400000000004,29.269760000000005,31.099120000000003,32.92848,34.75784,36.5872
62.5,2,15.1492,16.154,16.8329,17.3717,18.3323,21.998754,23.83199,25.665219999999998,27.49845,29.331680000000002,31.16491,32.99814,34.83137,36.6646
63.5,2,15.1499,16.1645,16.8514,17.3974,18.3733,22.047921,23.88529,25.72262,27.55995,29.397280000000002,31.23461,33.071940000000005,34.90927,36.7466
64.5,2,15.1521,16.1767,16.8718,17.4252,18.4165,22.099811,23.94145,25.783099999999997,27.62475,29.4664,31.308049999999998,33.1497,34.99135,36.833
65.5,2,15.1557,16.1906,16.8941,17.455,18.462,22.154361,24.000600000000002,25.846799999999998,27.692999999999998,29.5392,31.385399999999997,33.2316,35.077799999999996,36.924
66.5,2,15.1606,16.2061,16.9182,17.4868,18.5096,22.211506,24.06248,25.913439999999998,27.7644,29.61536,31.466319999999996,33.31728,35.16824,37.0192
67.5,2,15.1668,16.2233,16.9441,17.5206,18.5593,22.271183,24.127090000000003,25.98302,27.83895,29.69488,31.55081,33.40674,35.26267,37.1186
68.5,2,15.1743,16.2421,16.9719,17.5562,18.6111,22.333327,24.19443,26.05554,27.91665,29.77776,31.63887,33.49998,35.36109,37.2222
69.5,2,15.1831,16.2625,17.0013,17.5937,18.6649,22.397877,24.26437,26.13086,27.997349999999997,29.86384,31.73033,33.59682,35.46331,37.3298
70.5,2,15.1931,16.2844,17.0325,17.633,18.7206,22.46477,24.33678,26.20884,28.0809,29.952960000000004,31.825020000000002,33.69708,35.56914,37.4412
71.5,2,15.2044,16.3078,17.0653,17.674,18.7783,22.533943,24.411790000000003,26.28962,28.167450000000002,30.045280000000005,31.92311,33.800940000000004,35.67877,37.5566
72.5,2,15.2169,16.3327,17.0997,17.7168,18.8378,22.605335,24.489140000000003,26.37292,28.256700000000002,30.140480000000004,32.02426,33.90804000000001,35.79182,37.6756
73.5,2,15.2306,16.3591,17.1358,17.7612,18.8991,22.678887,24.568830000000002,26.45874,28.34865,30.238560000000003,32.12847,34.01838,35.90829,37.7982
74.5,2,15.2454,16.3868,17.1733,17.8073,18.9621,22.754536,24.65073,26.54694,28.44315,30.33936,32.235569999999996,34.13178,36.027989999999996,37.9242
75.5,2,15.2614,16.4159,17.2124,17.855,19.0269,22.832224,24.734970000000004,26.63766,28.540350000000004,30.443040000000003,32.34573,34.24842,36.15111,38.0538
76.5,2,15.2785,16.4463,17.2529,17.9042,19.0932,22.911891,24.82116,26.730479999999996,28.6398,30.549120000000002,32.458439999999996,34.36776,36.27708,38.1864
77.5,2,15.2968,16.4781,17.2949,17.9549,19.1612,22.993478,24.909560000000003,26.82568,28.7418,30.657920000000004,32.574040000000004,34.49016,36.40628,38.3224
78.5,2,15.3161,16.5111,17.3382,18.0071,19.2308,23.076927,25.00004,26.923119999999997,28.846199999999996,30.76928,32.692359999999994,34.61544,36.53852,38.4616
79.5,2,15.3364,16.5454,17.3829,18.0607,19.3018,23.16218,25.09234,27.02252,28.9527,30.88288,32.81306,34.74324,36.67342,38.6036
80.5,2,15.3579,16.5809,17.4289,18.1157,19.3743,23.249179,25.186590000000002,27.12402,29.06145,30.998880000000003,32.93631,34.873740000000005,36.811170000000004,38.7486
81.5,2,15.3803,16.6176,17.4763,18.172,19.4482,23.33787,25.28266,27.22748,29.1723,31.11712,33.06194,35.00676,36.95158,38.8964
82.5,2,15.4037,16.6555,17.5248,18.2297,19.5235,23.428194,25.38055,27.332899999999995,29.285249999999998,31.2376,33.189949999999996,35.1423,37.094649999999994,39.047
83.5,2,15.4282,16.6945,17.5746,18.2886,19.6001,23.520097,25.480130000000003,27.44014,29.400150000000004,31.360160000000004,33.320170000000005,35.28018,37.24019,39.2002
84.5,2,15.4536,16.7346,17.6256,18.3487,19.6779,23.613523,25.581270000000004,27.54906,29.51685,31.484640000000002,33.45243,35.42022,37.38801,39.3558
85.5,2,15.4799,16.7758,17.6777,18.4101,19.757,23.708419,25.684100000000004,27.6598,29.6355,31.611200000000004,33.5869,35.5626,37.5383,39.514
86.5,2,15.5072,16.818,17.7309,18.4726,19.8373,23.80473,25.78849,27.772219999999997,29.75595,31.73968,33.723409999999994,35.70714,37.69087,39.6746
87.5,2,15.5354,16.8613,17.7852,18.5361,19.9187,23.902404,25.89431,27.88618,29.87805,31.869920000000004,33.86179,35.853660000000005,37.845530000000004,39.8374
88.5,2,15.5644,16.9055,17.8406,18.6008,20.0012,24.001387,26.00156,28.00168,30.001800000000003,32.001920000000005,34.00204,36.00216,38.00228,40.0024
89.5,2,15.5944,16.9507,17.8969,18.6665,20.0847,24.101628,26.110110000000002,28.11858,30.127050000000004,32.13552000000001,34.14399,36.152460000000005,38.16093,40.1694
90.5,2,15.6252,16.9969,17.9543,18.7333,20.1692,24.203076,26.21996,28.23688,30.2538,32.270720000000004,34.287639999999996,36.30456,38.32148,40.3384
91.5,2,15.6568,17.044,18.0126,18.8009,20.2547,24.30568,26.33111,28.356579999999997,30.38205,32.40752,34.43299,36.45846,38.48393,40.5094
92.5,2,15.6893,17.0919,18.0718,18.8695,20.3412,24.409389,26.44356,28.47768,30.5118,32.54592,34.58004,36.614160000000005,38.64828,40.6824
93.5,2,15.7226,17.1407,18.1319,18.9391,20.4285,24.514154,26.55705,28.599899999999998,30.64275,32.6856,34.728449999999995,36.771300000000004,38.81415,40.857
94.5,2,15.7566,17.1904,18.1928,19.0094,20.5166,24.619927,26.671580000000002,28.723239999999997,30.774900000000002,32.82656,34.87822,36.929880000000004,38.981539999999995,41.0332
95.5,2,15.7914,17.2408,18.2546,19.0806,20.6055,24.726659,26.78715,28.847699999999996,30.90825,32.9688,35.02935,37.0899,39.15045,41.211
96.5,2,15.827,17.2921,18.3172,19.1526,20.6953,24.834302,26.90389,28.973419999999997,31.042949999999998,33.11248,35.18201,37.25154,39.32107,41.3906
97.5,2,15.8633,17.3441,18.3805,19.2254,20.7857,24.94281,27.02141,29.099979999999995,31.178549999999998,33.25712,35.33569,37.41426,39.49283,41.5714
98.5,2,15.9003,17.3968,18.4446,19.2988,20.8768,25.052137,27.13984,29.22752,31.315199999999997,33.40288,35.490559999999995,37.57824,39.66592,41.7536
99.5,2,15.938,17.4502,18.5094,19.373,20.9685,25.162236,27.25905,29.355899999999995,31.452749999999998,33.5496,35.646449999999994,37.7433,39.840149999999994,41.937
100.5,2,15.9764,17.5043,18.5748,19.4478,21.0609,25.273063,27.379170000000002,29.485259999999997,31.59135,33.69744,35.80353,37.909620000000004,40.01571,42.1218
101.5,2,16.0155,17.5591,18.6409,19.5233,21.1538,25.384574,27.499940000000002,29.615319999999997,31.7307,33.84608,35.96146,38.076840000000004,40.19222,42.3076
102.5,2,16.0552,17.6145,18.7076,19.5993,21.2473,25.496725,27.62149,29.746219999999997,31.87095,33.99568,36.12041,38.24514,40.36987,42.4946
103.5,2,16.0955,17.6706,18.7749,19.676,21.3412,25.609472,27.743560000000002,29.877679999999998,32.0118,34.145920000000004,36.28004,38.41416,40.54828,42.6824
104.5,2,16.1365,17.7272,18.8428,19.7531,21.4356,25.722774,27.866280000000003,30.00984,32.153400000000005,34.296960000000006,36.44052,38.58408,40.72764,42.8712
105.5,2,16.178,17.7844,18.9112,19.8308,21.5305,25.836589,27.98965,30.142699999999998,32.29575,34.4488,36.60185,38.7549,40.90795,43.061
106.5,2,16.2201,17.8421,18.9801,19.9089,21.6257,25.950876,28.11341,30.275979999999997,32.43855,34.60112,36.76369,38.92626,41.088829999999994,43.2514
107.5,2,16.2628,17.9004,19.0495,19.9875,21.7213,26.065595,28.23769,30.409819999999996,32.58195,34.75408,36.92621,39.09834,41.270469999999996,43.4426
108.5,2,16.3061,17.9591,19.1194,20.0665,21.8173,26.180705,28.36249,30.544219999999996,32.72595,34.90768,37.08941,39.27114,41.45287,43.6346
109.5,2,16.3499,18.0183,19.1897,20.1458,21.9135,26.296169,28.48755,30.678899999999995,32.87025,35.0616,37.25295,39.4443,41.63565,43.827
110.5,2,16.3942,18.078,19.2603,20.2256,22.01,26.411947,28.613000000000003,30.814,33.015,35.216,37.417,39.618,41.819,44.02
111.5,2,16.439,18.1381,19.3314,20.3056,22.1067,26.528002,28.73871,30.949379999999998,33.16005,35.37072,37.58139,39.79206,42.00273,44.2134
112.5,2,16.4843,18.1987,19.4028,20.386,22.2036,26.644298,28.864680000000003,31.08504,33.305400000000006,35.525760000000005,37.746120000000005,39.966480000000004,42.186840000000004,44.4072
113.5,2,16.53,18.2596,19.4746,20.4667,22.3007,26.760797,28.99091,31.220979999999997,33.451049999999995,35.68112,37.91119,40.14126,42.37132999999999,44.6014
114.5,2,16.5763,18.3209,19.5466,20.5475,22.3979,26.877465,29.11727,31.357059999999997,33.59685,35.83664,38.07643,40.31622,42.55601,44.7958
115.5,2,16.6229,18.3825,19.619,20.6287,22.4952,26.994265,29.24376,31.49328,33.7428,35.99232,38.24184,40.49136,42.74088,44.9904
116.5,2,16.67,18.4445,19.6915,20.71,22.5926,27.111165,29.37038,31.62964,33.8889,36.148160000000004,38.40742,40.66668,42.92594,45.1852
117.5,2,16.7175,18.5067,19.7644,20.7915,22.6901,27.22813,29.497130000000002,31.76614,34.03515,36.30416,38.57317,40.842180000000006,43.11119,45.3802
118.5,2,16.7654,18.5693,19.8374,20.8731,22.7876,27.345128,29.623880000000003,31.902639999999998,34.181400000000004,36.46016,38.73892,41.017680000000006,43.29644,45.5752
119.5,2,16.8137,18.6321,19.9106,20.9548,22.8851,27.462126,29.75063,32.03914,34.327650000000006,36.61616,38.90467,41.193180000000005,43.48169,45.7702
120.5,2,16.8623,18.6952,19.984,21.0367,22.9826,27.579093,29.877380000000002,32.17564,34.4739,36.77216000000001,39.07042,41.368680000000005,43.666940000000004,45.9652
121.5,2,16.9113,18.7585,20.0575,21.1186,23.08,27.695997,30.003999999999998,32.312,34.62,36.928,39.236,41.544,43.852,46.16
122.5,2,16.9606,18.822,20.1312,21.2006,23.1773,27.81281,30.130489999999998,32.44822,34.76595,37.08368,39.40141,41.719139999999996,44.03686999999999,46.3546
123.5,2,17.0103,18.8857,20.2049,21.2826,23.2746,27.9295,30.25698,32.58444,34.9119,37.23936,39.56682,41.89428,44.22174,46.5492
124.5,2,17.0602,18.9496,20.2788,21.3646,23.3717,28.04604,30.383210000000002,32.72038,35.05755,37.39472,39.73189,42.06906,44.40623,46.7434
125.5,2,17.1105,19.0136,20.3526,21.4466,23.4687,28.162401,30.50931,32.856179999999995,35.20305,37.54992,39.896789999999996,42.24366,44.590529999999994,46.9374
126.5,2,17.161,19.0778,20.4266,21.5285,23.5655,28.278556,30.63515,32.9917,35.34825,37.7048,40.06135,42.4179,44.77445,47.131
127.5,2,17.2117,19.1421,20.5005,21.6104,23.6621,28.394477,30.76073,33.12694,35.49315,37.85936,40.22557,42.59178,44.957989999999995,47.3242
128.5,2,17.2628,19.2064,20.5745,21.6922,23.7584,28.51014,30.885920000000002,33.26176,35.637600000000006,38.01344,40.38928,42.76512,45.14096,47.5168
129.5,2,17.314,19.2709,20.6484,21.774,23.8546,28.625517,31.010980000000004,33.39644,35.7819,38.16736,40.552820000000004,42.938280000000006,45.32374,47.7092
130.5,2,17.3655,19.3354,20.7223,21.8555,23.9505,28.740585,31.135650000000002,33.5307,35.92575,38.320800000000006,40.71585,43.1109,45.50595,47.901
131.5,2,17.4172,19.4,20.7961,21.937,24.0461,28.855319,31.25993,33.664539999999995,36.06915,38.47376,40.87837,43.28298,45.68758999999999,48.0922
132.5,2,17.4691,19.4646,20.8698,22.0183,24.1414,28.969697,31.383820000000004,33.797959999999996,36.2121,38.62624,41.04038,43.45452,45.86866,48.2828
133.5,2,17.5211,19.5292,20.9435,22.0994,24.2364,29.083694,31.50732,33.93096,36.3546,38.778240000000004,41.201879999999996,43.62552,46.04916,48.4728
134.5,2,17.5733,19.5939,21.017,22.1803,24.3311,29.19729,31.63043,34.063539999999996,36.49665,38.92976,41.36287,43.79598,46.22909,48.6622
135.5,2,17.6257,19.6585,21.0904,22.261,24.4254,29.310463,31.75302,34.19556,36.6381,39.08064,41.523179999999996,43.96572,46.40826,48.8508
136.5,2,17.6782,19.723,21.1637,22.3415,24.5193,29.423191,31.875090000000004,34.32702,36.77895,39.230880000000006,41.68281,44.13474,46.58667,49.0386
137.5,2,17.7308,19.7875,21.2368,22.4217,24.6129,29.535456,31.99677,34.458059999999996,36.91935,39.38064,41.84193,44.30322,46.764509999999994,49.2258
138.5,2,17.7836,19.852,21.3097,22.5017,24.706,29.647237,32.1178,34.5884,37.059,39.5296,42.0002,44.4708,46.941399999999994,49.412
139.5,2,17.8364,19.9164,21.3825,22.5813,24.7988,29.758516,32.238440000000004,34.71832,37.1982,39.67808,42.157959999999996,44.637840000000004,47.11772,49.5976
140.5,2,17.8893,19.9806,21.455,22.6607,24.8911,29.869275,32.358430000000006,34.84754,37.336650000000006,39.82576,42.31487,44.80398,47.29309,49.7822
141.5,2,17.9423,20.0448,21.5273,22.7398,24.9829,29.979496,32.47777,34.97606,37.47435,39.972640000000006,42.47093,44.96922,47.46751,49.9658
142.5,2,17.9953,20.1088,21.5993,22.8185,25.0743,30.089163,32.59659,35.10402,37.611450000000005,40.118880000000004,42.626310000000004,45.13374,47.64117,50.1486
143.5,2,18.0484,20.1727,21.6711,22.8969,25.1652,30.19826,32.71476,35.23128,37.7478,40.26432,42.78084,45.29736,47.81388,50.3304
144.5,2,18.1015,20.2365,21.7426,22.9749,25.2556,30.306772,32.832280000000004,35.357839999999996,37.8834,40.40896000000001,42.93452,45.460080000000005,47.98564,50.5112
145.5,2,18.1546,20.3001,21.8139,23.0526,25.3456,30.414683,32.94928,35.48384,38.0184,40.552960000000006,43.08752,45.622080000000004,48.15664,50.6912
146.5,2,18.2077,20.3635,21.8848,23.1299,25.435,30.52198,33.0655,35.608999999999995,38.152499999999996,40.696,43.2395,45.783,48.326499999999996,50.87
147.5,2,18.2609,20.4267,21.9554,23.2068,25.5239,30.628649,33.181070000000005,35.73346,38.28585,40.838240000000006,43.39063,45.943020000000004,48.49541,51.0478
148.5,2,18.3139,20.4897,22.0257,23.2832,25.6122,30.734678,33.295860000000005,35.857079999999996,38.4183,40.97952000000001,43.54074,46.101960000000005,48.66318,51.2244
149.5,2,18.367,20.5524,22.0957,23.3593,25.7,30.840055,33.410000000000004,35.98,38.55,41.120000000000005,43.69,46.26,48.83,51.4
150.5,2,18.42,20.615,22.1653,23.4349,25.7873,30.944768,33.52349,36.102219999999996,38.680949999999996,41.25968,43.838409999999996,46.417139999999996,48.99587,51.5746
151.5,2,18.473,20.6773,22.2346,23.5101,25.874,31.048806,33.6362,36.2236,38.811,41.3984,43.9858,46.5732,49.160599999999995,51.748
152.5,2,18.5259,20.7393,22.3035,23.5848,25.9601,31.152161,33.74813,36.344139999999996,38.94015,41.53616,44.13217,46.72818,49.32419,51.9202
153.5,2,18.5787,20.8011,22.372,23.6591,26.0457,31.254822,33.859410000000004,36.46398,39.06855,41.673120000000004,44.27769,46.88226,49.48683,52.0914
154.5,2,18.6314,20.8626,22.4401,23.7328,26.1307,31.35678,33.969910000000006,36.58298,39.19605,41.80912000000001,44.42219,47.03526,49.64833,52.2614
155.5,2,18.684,20.9238,22.5078,23.8061,26.215,31.458028,34.0795,36.701,39.3225,41.944,44.5655,47.187,49.808499999999995,52.43
156.5,2,18.7364,20.9847,22.5751,23.879,26.2988,31.558559,34.18844,36.81832,39.4482,42.07808,44.70796,47.33784,49.96772,52.5976
157.5,2,18.7888,21.0453,22.6419,23.9513,26.382,31.658365,34.296600000000005,36.9348,39.573,42.211200000000005,44.8494,47.4876,50.1258,52.764
158.5,2,18.841,21.1056,22.7084,24.0231,26.4645,31.757441,34.403850000000006,37.0503,39.69675,42.3432,44.98965,47.636100000000006,50.28255,52.929
159.5,2,18.893,21.1655,22.7743,24.0943,26.5465,31.85578,34.510450000000006,37.1651,39.81975,42.4744,45.12905,47.7837,50.43835,53.093
160.5,2,18.9449,21.2251,22.8399,24.1651,26.6278,31.95338,34.61614,37.27892,39.9417,42.60448,45.26726,47.930040000000005,50.592819999999996,53.2556
161.5,2,18.9966,21.2843,22.9049,24.2353,26.7085,32.050235,34.721050000000005,37.3919,40.06275,42.7336,45.40445,48.075300000000006,50.74615,53.417
