age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,diff_SD2_SD3
151,1,-1.7461,17.9292,0.11751,12.52,13.622,14.724,16.112,17.929,20.449,24.263,30.998,37.732,44.468,51.203,57.938,64.673,6.734999999999999
152,1,-1.7408,17.9887,0.11781,12.55,13.658,14.766,16.161,17.989,20.524,24.362,31.138,37.915,44.69000000000001,51.46600000000001,58.24200000000002,65.01800000000001,6.776000000000003
153,1,-1.7352,18.0488,0.11811,12.579,13.693,14.807,16.21,18.049,20.599,24.46,31.278,38.096,44.913999999999994,51.73199999999999,58.54999999999999,65.368,6.817999999999998
154,1,-1.7293,18.1096,0.11841,12.609,13.729,14.849,16.26,18.11,20.675,24.559,31.417,38.275,45.133,51.991,58.849000000000004,65.70700000000001,6.8580000000000005
155,1,-1.7232,18.171,0.11869,12.639,13.766,14.892,16.311,18.171,20.751,24.658,31.551,38.444,45.33699999999999,52.22999999999999,59.12299999999999,66.01599999999999,6.892999999999997
156,1,-1.7168,18.233,0.11898,12.669,13.802,14.935,16.362,18.233,20.829,24.757,31.686,38.616,45.544,52.473,59.401999999999994,66.33099999999999,6.9289999999999985
157,1,-1.7102,18.2955,0.11925,12.7,13.839,14.979,16.414,18.296,20.906,24.856,31.816,38.777,45.73599999999999,52.69599999999999,59.65599999999999,66.61599999999999,6.959999999999997
158,1,-1.7033,18.3586,0.11952,12.731,13.877,15.023,16.466,18.359,20.984,24.954,31.945,38.936,45.927,52.918,59.909,66.9,6.991
159,1,-1.6962,18.4221,0.11979,12.762,13.915,15.067,16.519,18.422,21.062,25.053,32.073,39.093,46.113,53.132999999999996,60.153,67.173,7.02
160,1,-1.6888,18.486,0.12005,12.794,13.953,15.112,16.572,18.486,21.14,25.152,32.197,39.243,46.287000000000006,53.33200000000001,60.37700000000001,67.42200000000001,7.045000000000002
161,1,-1.6811,18.5502,0.1203,12.825,13.991,15.157,16.625,18.55,21.219,25.249,32.317,39.385,46.453,53.521,60.589000000000006,67.65700000000001,7.068000000000001
162,1,-1.6732,18.6148,0.12055,12.857,14.029,15.202,16.679,18.615,21.298,25.347,32.436,39.525,46.614,53.702999999999996,60.791999999999994,67.881,7.088999999999999
163,1,-1.6651,18.6795,0.12079,12.889,14.068,15.247,16.733,18.68,21.376,25.444,32.551,39.659,46.76500000000001,53.872000000000014,60.97900000000001,68.08600000000001,7.107000000000003
164,1,-1.6568,18.7445,0.12102,12.921,14.107,15.293,16.787,18.744,21.455,25.54,32.663,39.786,46.90899999999999,54.03199999999999,61.15499999999999,68.27799999999999,7.1229999999999976
165,1,-1.6482,18.8095,0.12125,12.952,14.145,15.338,16.841,18.81,21.534,25.635,32.772,39.909,47.04599999999999,54.18299999999999,61.319999999999986,68.457,7.136999999999997
166,1,-1.6394,18.8746,0.12148,12.984,14.184,15.384,16.895,18.875,21.613,25.731,32.88,40.03,47.178000000000004,54.327000000000005,61.476000000000006,68.625,7.149000000000001
167,1,-1.6304,18.9398,0.1217,13.015,14.222,15.429,16.95,18.94,21.691,25.825,32.985,40.144,47.305,54.465,61.625,68.785,7.16
168,1,-1.6211,19.005,0.12191,13.047,14.261,15.475,17.004,19.005,21.77,25.918,33.084,40.25,47.41600000000001,54.582000000000015,61.74800000000002,68.91400000000002,7.166000000000004
169,1,-1.6116,19.0701,0.12212,13.078,14.299,15.521,17.058,19.07,21.848,26.011,33.182,40.353,47.52400000000001,54.69500000000001,61.866000000000014,69.03700000000002,7.171000000000003
170,1,-1.602,19.1351,0.12233,13.109,14.337,15.566,17.113,19.135,21.926,26.103,33.279,40.454,47.63100000000001,54.80700000000001,61.98300000000001,69.15900000000002,7.176000000000002
171,1,-1.5921,19.2,0.12253,13.139,14.375,15.611,17.167,19.2,22.004,26.194,33.371,40.547,47.72500000000001,54.902000000000015,62.079000000000015,69.25600000000003,7.177000000000003
172,1,-1.5821,19.2648,0.12272,13.17,14.414,15.657,17.221,19.265,22.081,26.284,33.459,40.634,47.80900000000001,54.984000000000016,62.15900000000002,69.33400000000003,7.175000000000004
173,1,-1.5719,19.3294,0.12291,13.201,14.451,15.702,17.275,19.329,22.158,26.373,33.546,40.718,47.891999999999996,55.065,62.23799999999999,69.411,7.172999999999998
174,1,-1.5615,19.3937,0.1231,13.231,14.489,15.747,17.329,19.394,22.235,26.462,33.631,40.8,47.969,55.138000000000005,62.307,69.476,7.1690000000000005
175,1,-1.551,19.4578,0.12328,13.261,14.526,15.791,17.382,19.458,22.311,26.549,33.712,40.875,48.03800000000001,55.201000000000015,62.36400000000002,69.52700000000002,7.163000000000004
176,1,-1.5403,19.5217,0.12346,13.29,14.563,15.836,17.435,19.522,22.387,26.635,33.791,40.948,48.10299999999999,55.258999999999986,62.41499999999998,69.57099999999997,7.155999999999995
177,1,-1.5294,19.5853,0.12363,13.319,14.6,15.88,17.489,19.585,22.462,26.72,33.866,41.013,48.158,55.304,62.45,69.596,7.146000000000001
178,1,-1.5185,19.6486,0.1238,13.348,14.636,15.924,17.541,19.649,22.537,26.804,33.941,41.078,48.21500000000001,55.35200000000002,62.48900000000002,69.62600000000002,7.137000000000004
179,1,-1.5074,19.7117,0.12396,13.377,14.672,15.968,17.594,19.712,22.611,26.887,34.012,41.137,48.262,55.387,62.512,69.637,7.125
180,1,-1.4961,19.7744,0.12412,13.405,14.708,16.011,17.647,19.774,22.685,26.969,34.081,41.192,48.30500000000001,55.41700000000001,62.52900000000001,69.64100000000002,7.112000000000002
181,1,-1.4848,19.8367,0.12428,13.433,14.744,16.054,17.699,19.837,22.758,27.051,34.149,41.247,48.345000000000006,55.44300000000001,62.54100000000001,69.63900000000001,7.0980000000000025
182,1,-1.4733,19.8987,0.12443,13.461,14.779,16.097,17.75,19.899,22.831,27.13,34.213,41.295,48.379000000000005,55.462,62.54500000000001,69.62800000000001,7.083000000000002
183,1,-1.4617,19.9603,0.12458,13.488,14.814,16.14,17.802,19.96,22.903,27.21,34.275,41.341,48.404999999999994,55.46999999999999,62.53499999999999,69.6,7.064999999999998
184,1,-1.45,20.0215,0.12473,13.515,14.848,16.182,17.853,20.022,22.975,27.288,34.337,41.386,48.43500000000001,55.48400000000001,62.533000000000015,69.58200000000002,7.049000000000003
185,1,-1.4382,20.0823,0.12487,13.541,14.882,16.224,17.904,20.082,23.046,27.365,34.395,41.425,48.45500000000001,55.485000000000014,62.51500000000002,69.54500000000002,7.030000000000005
186,1,-1.4263,20.1427,0.12501,13.567,14.916,16.265,17.954,20.143,23.116,27.441,34.452,41.462,48.474,55.485,62.495999999999995,69.50699999999999,7.010999999999999
187,1,-1.4143,20.2026,0.12514,13.593,14.95,16.306,18.004,20.203,23.186,27.515,34.505,41.495,48.48500000000001,55.47500000000001,62.46500000000001,69.45500000000001,6.990000000000002
188,1,-1.4022,20.2621,0.12528,13.618,14.982,16.347,18.053,20.262,23.255,27.59,34.559,41.529,48.49699999999999,55.465999999999994,62.43499999999999,69.40399999999998,6.968999999999998
189,1,-1.39,20.3211,0.12541,13.643,15.015,16.387,18.103,20.321,23.324,27.662,34.61,41.558,48.506,55.454,62.402,69.35,6.948
190,1,-1.3777,20.3796,0.12554,13.667,15.047,16.427,18.151,20.38,23.391,27.734,34.66,41.585,48.511999999999986,55.43799999999998,62.363999999999976,69.28999999999996,6.925999999999995
191,1,-1.3653,20.4376,0.12567,13.69,15.078,16.466,18.199,20.438,23.459,27.805,34.708,41.611,48.513999999999996,55.416999999999994,62.31999999999999,69.22299999999998,6.902999999999999
192,1,-1.3529,20.4951,0.12579,13.714,15.109,16.505,18.247,20.495,23.525,27.875,34.754,41.632,48.51199999999999,55.39099999999999,62.26999999999999,69.14899999999999,6.878999999999998
193,1,-1.3403,20.5521,0.12591,13.736,15.14,16.543,18.295,20.552,23.591,27.943,34.797,41.651,48.50499999999999,55.35899999999998,62.21299999999998,69.06699999999998,6.853999999999996
194,1,-1.3277,20.6085,0.12603,13.759,15.17,16.581,18.342,20.608,23.656,28.011,34.84,41.67,48.49800000000001,55.32700000000001,62.15600000000002,68.98500000000003,6.829000000000004
195,1,-1.3149,20.6644,0.12615,13.78,15.199,16.619,18.388,20.664,23.721,28.078,34.881,41.685,48.487,55.290000000000006,62.093,68.896,6.803000000000001
196,1,-1.3021,20.7197,0.12627,13.801,15.228,16.656,18.434,20.72,23.785,28.143,34.922,41.7,48.47999999999999,55.258999999999986,62.03799999999998,68.81699999999998,6.778999999999996
197,1,-1.2892,20.7745,0.12638,13.822,15.257,16.692,18.479,20.774,23.847,28.207,34.959,41.711,48.46300000000001,55.21500000000001,61.96700000000001,68.71900000000002,6.7520000000000024
198,1,-1.2762,20.8287,0.1265,13.842,15.285,16.728,18.524,20.829,23.91,28.271,34.997,41.723,48.449,55.175,61.900999999999996,68.627,6.725999999999999
199,1,-1.2631,20.8824,0.12661,13.861,15.312,16.763,18.568,20.882,23.972,28.334,35.032,41.73,48.42799999999999,55.12599999999999,61.823999999999984,68.52199999999998,6.697999999999997
200,1,-1.2499,20.9355,0.12672,13.88,15.339,16.798,18.612,20.936,24.032,28.395,35.066,41.736,48.40800000000001,55.07900000000001,61.750000000000014,68.42100000000002,6.671000000000003
201,1,-1.2366,20.9881,0.12683,13.898,15.365,16.833,18.655,20.988,24.093,28.456,35.098,41.741,48.382,55.024,61.666,68.30799999999999,6.6419999999999995
202,1,-1.2233,21.04,0.12694,13.916,15.391,16.867,18.698,21.04,24.152,28.515,35.13,41.744,48.36000000000001,54.97500000000001,61.59000000000001,68.20500000000001,6.615000000000002
203,1,-1.2098,21.0914,0.12704,13.933,15.417,16.9,18.741,21.091,24.211,28.573,35.158,41.743,48.328,54.913000000000004,61.498000000000005,68.083,6.585000000000001
204,1,-1.1962,21.1423,0.12715,13.95,15.441,16.933,18.782,21.142,24.269,28.63,35.187,41.743,48.300999999999995,54.85799999999999,61.41499999999999,67.972,6.556999999999999
205,1,-1.1826,21.1925,0.12726,13.965,15.465,16.965,18.823,21.192,24.327,28.687,35.215,41.743,48.27100000000001,54.79900000000001,61.32700000000001,67.85500000000002,6.528000000000002
206,1,-1.1688,21.2423,0.12736,13.981,15.489,16.997,18.864,21.242,24.383,28.742,35.24,41.737,48.236000000000004,54.73400000000001,61.232000000000006,67.73000000000002,6.498000000000001
207,1,-1.155,21.2914,0.12746,13.996,15.512,17.028,18.904,21.291,24.439,28.797,35.264,41.732,48.19800000000001,54.665000000000006,61.13200000000001,67.59900000000002,6.467000000000002
208,1,-1.141,21.34,0.12756,14.01,15.534,17.059,18.944,21.34,24.494,28.85,35.287,41.724,48.160999999999994,54.59799999999999,61.03499999999999,67.47199999999998,6.436999999999998
209,1,-1.127,21.388,0.12767,14.023,15.556,17.089,18.983,21.388,24.549,28.903,35.31,41.718,48.12400000000001,54.53100000000001,60.93800000000002,67.34500000000003,6.407000000000004
210,1,-1.1129,21.4354,0.12777,14.036,15.577,17.118,19.022,21.435,24.603,28.954,35.331,41.708,48.08500000000001,54.46200000000001,60.83900000000001,67.21600000000001,6.3770000000000024
211,1,-1.0986,21.4822,0.12787,14.048,15.598,17.147,19.06,21.482,24.656,29.005,35.351,41.697,48.043,54.388999999999996,60.735,67.081,6.346
212,1,-1.0843,21.5285,0.12797,14.06,15.618,17.176,19.097,21.528,24.708,29.054,35.369,41.685,47.999,54.31400000000001,60.629000000000005,66.944,6.315000000000001
213,1,-1.0699,21.5742,0.12807,14.071,15.637,17.204,19.134,21.574,24.76,29.103,35.387,41.671,47.955,54.239,60.522999999999996,66.80699999999999,6.283999999999999
214,1,-1.0553,21.6193,0.12816,14.081,15.656,17.231,19.171,21.619,24.811,29.15,35.402,41.653,47.906000000000006,54.15800000000001,60.41000000000001,66.662,6.2520000000000024
215,1,-1.0407,21.6638,0.12826,14.091,15.674,17.258,19.207,21.664,24.861,29.197,35.417,41.638,47.857000000000006,54.07700000000001,60.29700000000001,66.51700000000001,6.220000000000002
216,1,-1.026,21.7077,0.12836,14.1,15.692,17.284,19.242,21.708,24.911,29.243,35.432,41.621,47.81000000000001,53.99900000000001,60.18800000000002,66.37700000000002,6.189000000000004
217,1,-1.0112,21.751,0.12845,14.108,15.709,17.31,19.277,21.751,24.959,29.287,35.443,41.6,47.754999999999995,53.910999999999994,60.06699999999999,66.22299999999998,6.155999999999999
218,1,-0.9962,21.7937,0.12855,14.116,15.725,17.335,19.311,21.794,25.008,29.331,35.455,41.58,47.702999999999996,53.827,59.95099999999999,66.07499999999999,6.123999999999999
219,1,-0.9812,21.8358,0.12864,14.123,15.741,17.36,19.344,21.836,25.055,29.373,35.465,41.558,47.64900000000001,53.741000000000014,59.83300000000001,65.92500000000001,6.092000000000002
220,1,-0.9661,21.8773,0.12874,14.129,15.756,17.383,19.377,21.877,25.102,29.415,35.476,41.536,47.598,53.659,59.72,65.781,6.061
221,1,-0.9509,21.9182,0.12883,14.135,15.771,17.407,19.41,21.918,25.147,29.455,35.483,41.512,47.538999999999994,53.56699999999999,59.59499999999999,65.62299999999999,6.027999999999999
222,1,-0.9356,21.9585,0.12893,14.14,15.784,17.429,19.442,21.958,25.193,29.496,35.492,41.488,47.483999999999995,53.47999999999999,59.47599999999999,65.472,5.995999999999999
223,1,-0.9202,21.9982,0.12902,14.144,15.798,17.452,19.473,21.998,25.237,29.534,35.498,41.461,47.425999999999995,53.38999999999999,59.35399999999999,65.31799999999998,5.963999999999999
224,1,-0.9048,22.0374,0.12911,14.148,15.811,17.473,19.504,22.037,25.281,29.572,35.503,41.434,47.365,53.29600000000001,59.227000000000004,65.158,5.931000000000001
225,1,-0.8892,22.076,0.1292,14.151,15.823,17.495,19.535,22.076,25.324,29.609,35.507,41.406,47.30299999999999,53.200999999999986,59.09899999999998,64.99699999999999,5.897999999999996
226,1,-0.8735,22.114,0.1293,14.153,15.834,17.515,19.564,22.114,25.366,29.646,35.512,41.378,47.244,53.11,58.976,64.842,5.866
227,1,-0.8578,22.1514,0.12939,14.155,15.845,17.535,19.594,22.151,25.408,29.681,35.515,41.348,47.183,53.016999999999996,58.851,64.685,5.834
228,1,-0.8419,22.1883,0.12948,14.156,15.855,17.554,19.622,22.188,25.449,29.716,35.516,41.317,47.11599999999999,52.91599999999999,58.71599999999999,64.51599999999999,5.799999999999997
0,2,-0.0631,13.3363,0.09272,9.154,10.122,11.091,12.159,13.336,14.636,16.071,17.657,19.242,20.828999999999997,22.414999999999996,24.000999999999994,25.586999999999993,1.5859999999999985
1,2,0.3481,14.5422,0.09559,9.569,10.75,11.932,13.195,14.542,15.976,17.499,19.114,20.728,22.344000000000005,23.959000000000007,25.57400000000001,27.18900000000001,1.615000000000002
2,2,0.1743,15.7713,0.09371,10.608,11.822,13.035,14.349,15.771,17.308,18.965,20.752,22.539,24.325999999999997,26.112999999999996,27.899999999999995,29.686999999999994,1.786999999999999
3,2,0.0652,16.3531,0.09255,11.14,12.357,13.574,14.903,16.353,17.934,19.657,21.533,23.409,25.285000000000004,27.161000000000005,29.037000000000006,30.913000000000007,1.8760000000000012
4,2,-0.0173,16.6647,0.09168,11.455,12.666,13.877,15.206,16.665,18.266,20.024,21.955,23.885,25.816999999999993,27.74799999999999,29.678999999999988,31.609999999999985,1.9309999999999974
5,2,-0.086,16.8379,0.09096,11.657,12.857,14.057,15.379,16.838,18.448,20.226,22.193,24.159,26.127000000000006,28.09400000000001,30.06100000000001,32.02800000000001,1.9670000000000023
6,2,-0.1418,16.9077,0.09037,11.772,12.958,14.144,15.456,16.908,18.518,20.305,22.292,24.279,26.266000000000005,28.253000000000007,30.24000000000001,32.22700000000001,1.9870000000000019
7,2,-0.19,16.9033,0.08986,11.826,12.996,14.165,15.462,16.903,18.507,20.295,22.292,24.29,26.286,28.283,30.28,32.277,1.9969999999999999
8,2,-0.2337,16.8417,0.08939,11.833,12.984,14.136,15.416,16.842,18.434,20.216,22.216,24.215,26.216,28.216,30.216,32.216,2.0
9,2,-0.2714,16.7441,0.08899,11.807,12.94,14.073,15.335,16.744,18.322,20.095,22.091,24.088,26.083000000000006,28.079000000000008,30.07500000000001,32.07100000000001,1.9960000000000022
10,2,-0.3053,16.6242,0.08863,11.76,12.874,13.988,15.232,16.624,18.187,19.947,21.937,23.926,25.917000000000005,27.907000000000007,29.89700000000001,31.88700000000001,1.990000000000002
11,2,-0.3373,16.491,0.08828,11.7,12.796,13.892,15.117,16.491,18.037,19.784,21.764,23.744,25.724,27.704,29.684,31.664,1.9800000000000004
12,2,-0.3656,16.3621,0.08798,11.639,12.718,13.797,15.005,16.362,17.893,19.626,21.596,23.567,25.535999999999998,27.505999999999997,29.475999999999996,31.445999999999994,1.9699999999999989
13,2,-0.3926,16.2339,0.08769,11.576,12.639,13.701,14.893,16.234,17.749,19.469,21.43,23.39,25.351999999999997,27.312999999999995,29.273999999999994,31.234999999999992,1.9609999999999985
14,2,-0.4169,16.117,0.08742,11.518,12.566,13.614,14.791,16.117,17.618,19.325,21.277,23.228,25.181000000000004,27.133000000000006,29.085000000000008,31.03700000000001,1.9520000000000017
15,2,-0.4396,16.0083,0.08718,11.463,12.498,13.533,14.696,16.008,17.497,19.192,21.135,23.078,25.021000000000004,26.964000000000006,28.907000000000007,30.85000000000001,1.9430000000000014
16,2,-0.4616,15.9049,0.08694,11.411,12.433,13.455,14.605,15.905,17.381,19.066,21.0,22.935,24.868000000000002,26.802000000000003,28.736000000000004,30.670000000000005,1.934000000000001
17,2,-0.4816,15.8137,0.08672,11.365,12.376,13.387,14.526,15.814,17.278,18.954,20.881,22.808,24.735,26.662,28.589,30.516,1.9269999999999996
18,2,-0.5006,15.7312,0.08651,11.324,12.325,13.326,14.454,15.731,17.186,18.852,20.773,22.694,24.615,26.535999999999998,28.456999999999997,30.377999999999997,1.9209999999999994
19,2,-0.5192,15.6547,0.08631,11.287,12.278,13.269,14.387,15.655,17.1,18.758,20.673,22.589,24.502999999999997,26.417999999999996,28.332999999999995,30.247999999999994,1.9149999999999991
20,2,-0.5363,15.589,0.08613,11.256,12.238,13.221,14.33,15.589,17.026,18.677,20.588,22.499,24.410000000000004,26.321000000000005,28.232000000000006,30.143000000000008,1.9110000000000014
21,2,-0.5526,15.5316,0.08595,11.23,12.205,13.179,14.281,15.532,16.961,18.606,20.513,22.419,24.327,26.234,28.141000000000002,30.048000000000002,1.907
22,2,-0.5687,15.4811,0.08577,11.209,12.176,13.144,14.237,15.481,16.904,18.543,20.447,22.35,24.255,26.159,28.063,29.967,1.904
23,2,-0.5836,15.4405,0.08561,11.193,12.154,13.116,14.203,15.44,16.858,18.493,20.394,22.295,24.195999999999998,26.096999999999998,27.997999999999998,29.898999999999997,1.9009999999999998
24,2,-0.5979,15.4072,0.08546,11.182,12.138,13.093,14.175,15.407,16.82,18.451,20.351,22.251,24.150999999999996,26.050999999999995,27.950999999999993,29.850999999999992,1.8999999999999986
25,2,-0.5684,15.6608,0.08452,11.389,12.358,13.327,14.42,15.661,17.078,18.707,20.593,22.48,24.365,26.250999999999998,28.136999999999997,30.022999999999996,1.8859999999999992
26,2,-0.5684,15.6329,0.08449,11.37,12.337,13.304,14.395,15.633,17.047,18.672,20.554,22.437,24.317999999999994,26.199999999999992,28.08199999999999,29.963999999999988,1.881999999999998
27,2,-0.5684,15.6062,0.08447,11.351,12.316,13.281,14.37,15.606,17.017,18.639,20.518,22.396,24.276000000000003,26.155000000000005,28.034000000000006,29.913000000000007,1.8790000000000013
28,2,-0.5684,15.5796,0.08444,11.333,12.296,13.259,14.346,15.58,16.988,18.606,20.481,22.355,24.231,26.106,27.981,29.856,1.875
29,2,-0.5684,15.5545,0.08443,11.315,12.277,13.238,14.323,15.554,16.96,18.576,20.447,22.318,24.188999999999997,26.059999999999995,27.930999999999994,29.801999999999992,1.8709999999999987
30,2,-0.5684,15.5301,0.08444,11.297,12.257,13.217,14.301,15.53,16.934,18.547,20.416,22.284,24.154,26.023,27.892,29.761,1.8689999999999998
31,2,-0.5684,15.5054,0.08447,11.278,12.237,13.195,14.277,15.505,16.907,18.519,20.385,22.252,24.117000000000008,25.98300000000001,27.849000000000014,29.715000000000018,1.8660000000000032
32,2,-0.5684,15.4821,0.08454,11.258,12.216,13.174,14.255,15.482,16.883,18.494,20.36,22.225,24.092,25.958,27.823999999999998,29.689999999999998,1.8659999999999997
33,2,-0.5684,15.4597,0.08465,11.238,12.195,13.152,14.233,15.46,16.861,18.472,20.338,22.204,24.07,25.936,27.802,29.668,1.8659999999999997
34,2,-0.5684,15.4376,0.08482,11.215,12.172,13.129,14.21,15.438,16.84,18.452,20.321,22.19,24.059,25.928,27.797,29.666,1.8689999999999998
35,2,-0.5684,15.4176,0.08504,11.192,12.149,13.107,14.189,15.418,16.822,18.437,20.31,22.183,24.055999999999994,25.92899999999999,27.80199999999999,29.674999999999986,1.8729999999999976
36,2,-0.5684,15.3984,0.08532,11.166,12.125,13.084,14.167,15.398,16.806,18.426,20.305,22.184,24.063000000000002,25.942000000000004,27.821000000000005,29.700000000000006,1.8790000000000013
37,2,-0.5684,15.3813,0.08565,11.141,12.101,13.062,14.147,15.381,16.793,18.419,20.306,22.193,24.080000000000002,25.967000000000002,27.854000000000003,29.741000000000003,1.8870000000000005
38,2,-0.5684,15.3656,0.08604,11.114,12.077,13.039,14.128,15.366,16.783,18.416,20.313,22.21,24.106999999999996,26.003999999999994,27.900999999999993,29.79799999999999,1.8969999999999985
39,2,-0.5684,15.3507,0.08649,11.086,12.051,13.016,14.108,15.351,16.774,18.416,20.326,22.235,24.146,26.056,27.966,29.876,1.9100000000000001
40,2,-0.5684,15.3373,0.08698,11.057,12.025,12.993,14.089,15.337,16.768,18.42,20.343,22.265,24.188999999999997,26.111999999999995,28.034999999999993,29.95799999999999,1.9229999999999983
41,2,-0.5684,15.3248,0.0875,11.028,11.999,12.97,14.07,15.325,16.764,18.427,20.364,22.301,24.238000000000003,26.175000000000004,28.112000000000005,30.049000000000007,1.9370000000000012
42,2,-0.5684,15.3128,0.08807,10.997,11.972,12.946,14.052,15.313,16.761,18.436,20.389,22.342,24.294999999999998,26.247999999999998,28.200999999999997,30.153999999999996,1.9529999999999994
43,2,-0.5684,15.302,0.08864,10.967,11.945,12.924,14.034,15.302,16.759,18.446,20.415,22.385,24.352999999999994,26.321999999999992,28.29099999999999,30.259999999999987,1.9689999999999976
44,2,-0.5684,15.2919,0.08923,10.937,11.919,12.902,14.017,15.292,16.758,18.458,20.444,22.431,24.416,26.402,28.388,30.374000000000002,1.9860000000000007
45,2,-0.5684,15.2824,0.08984,10.906,11.893,12.879,14.0,15.282,16.759,18.472,20.476,22.48,24.483999999999995,26.487999999999992,28.49199999999999,30.495999999999988,2.003999999999998
46,2,-0.5684,15.2742,0.09043,10.878,11.868,12.859,13.985,15.274,16.76,18.486,20.508,22.53,24.551999999999996,26.573999999999995,28.595999999999993,30.61799999999999,2.0219999999999985
47,2,-0.5684,15.2671,0.09101,10.851,11.845,12.839,13.971,15.267,16.763,18.501,20.541,22.58,24.621,26.660999999999998,28.700999999999997,30.740999999999996,2.039999999999999
48,2,-0.5684,15.2609,0.09161,10.823,11.822,12.82,13.957,15.261,16.766,18.519,20.576,22.633,24.690000000000005,26.747000000000007,28.80400000000001,30.86100000000001,2.057000000000002
49,2,-0.5684,15.2562,0.09219,10.798,11.8,12.803,13.945,15.256,16.771,18.537,20.612,22.687,24.761999999999997,26.836999999999996,28.911999999999995,30.986999999999995,2.0749999999999993
50,2,-0.5684,15.2527,0.09277,10.773,11.78,12.786,13.934,15.253,16.778,18.557,20.65,22.743,24.836,26.929,29.022,31.115,2.093
51,2,-0.5684,15.2505,0.09337,10.749,11.76,12.77,13.924,15.25,16.786,18.579,20.691,22.804,24.914999999999996,27.026999999999994,29.138999999999992,31.25099999999999,2.1119999999999983
52,2,-0.5684,15.2497,0.09394,10.727,11.742,12.757,13.916,15.25,16.795,18.602,20.732,22.863,24.991999999999997,27.121999999999996,29.251999999999995,31.381999999999994,2.129999999999999
53,2,-0.5684,15.25,0.0945,10.706,11.725,12.744,13.909,15.25,16.806,18.625,20.774,22.923,25.072000000000003,27.221000000000004,29.370000000000005,31.519000000000005,2.149000000000001
54,2,-0.5684,15.2515,0.09507,10.686,11.709,12.732,13.903,15.252,16.817,18.651,20.819,22.987,25.154999999999998,27.322999999999997,29.490999999999996,31.658999999999995,2.1679999999999993
55,2,-0.5684,15.2539,0.09559,10.668,11.695,12.722,13.898,15.254,16.829,18.676,20.861,23.046,25.231000000000005,27.416000000000007,29.60100000000001,31.786000000000012,2.1850000000000023
56,2,-0.5684,15.2569,0.09609,10.651,11.682,12.713,13.894,15.257,16.841,18.7,20.902,23.104,25.306000000000004,27.508000000000006,29.710000000000008,31.91200000000001,2.2020000000000017
57,2,-0.5684,15.2606,0.09657,10.636,11.671,12.705,13.891,15.261,16.854,18.725,20.944,23.162,25.381999999999994,27.600999999999992,29.81999999999999,32.03899999999999,2.2189999999999976
58,2,-0.5684,15.2646,0.09701,10.623,11.661,12.699,13.889,15.265,16.866,18.748,20.982,23.216,25.449999999999996,27.683999999999994,29.917999999999992,32.15199999999999,2.233999999999998
59,2,-0.5684,15.2691,0.09744,10.61,11.651,12.692,13.888,15.269,16.879,18.772,21.021,23.269,25.519000000000005,27.768000000000008,30.01700000000001,32.26600000000001,2.2490000000000023
60,2,-0.5684,15.2738,0.09782,10.599,11.643,12.688,13.887,15.274,16.891,18.794,21.056,23.318,25.580000000000002,27.842000000000002,30.104000000000003,32.366,2.2620000000000005
61,2,-0.8886,15.2441,0.09692,10.793,11.77,12.748,13.891,15.244,16.87,18.858,21.34,23.821,26.304,28.785999999999998,31.267999999999997,33.75,2.4819999999999993
62,2,-0.9068,15.2434,0.09738,10.786,11.763,12.741,13.885,15.243,16.879,18.886,21.403,23.92,26.436999999999998,28.953999999999997,31.470999999999997,33.988,2.5169999999999995
63,2,-0.9248,15.2433,0.09783,10.78,11.757,12.734,13.881,15.243,16.889,18.915,21.468,24.02,26.574,29.127000000000002,31.680000000000003,34.233000000000004,2.553000000000001
64,2,-0.9427,15.2438,0.09829,10.775,11.752,12.728,13.876,15.244,16.9,18.946,21.535,24.123,26.712999999999997,29.301999999999996,31.890999999999995,34.47999999999999,2.5889999999999986
65,2,-0.9605,15.2448,0.09875,10.77,11.746,12.723,13.872,15.245,16.911,18.977,21.603,24.23,26.855000000000004,29.481000000000005,32.107000000000006,34.733000000000004,2.6260000000000012
66,2,-0.978,15.2464,0.0992,10.765,11.742,12.718,13.869,15.246,16.923,19.009,21.673,24.337,27.000999999999994,29.664999999999992,32.32899999999999,34.99299999999999,2.663999999999998
67,2,-0.9954,15.2487,0.09966,10.761,11.737,12.714,13.866,15.249,16.936,19.042,21.745,24.448,27.151,29.854,32.557,35.26,2.7029999999999994
68,2,-1.0126,15.2516,0.10012,10.757,11.733,12.71,13.864,15.252,16.95,19.077,21.819,24.561,27.302999999999994,30.04499999999999,32.78699999999999,35.52899999999998,2.7419999999999973
69,2,-1.0296,15.2551,0.10058,10.754,11.73,12.706,13.863,15.255,16.964,19.112,21.895,24.678,27.461000000000002,30.244000000000003,33.027,35.81,2.7830000000000013
70,2,-1.0464,15.2592,0.10104,10.751,11.727,12.703,13.862,15.259,16.979,19.148,21.973,24.797,27.622999999999998,30.447999999999997,33.272999999999996,36.098,2.8249999999999993
71,2,-1.063,15.2641,0.10149,10.749,11.725,12.701,13.862,15.264,16.995,19.185,22.051,24.917,27.782999999999998,30.648999999999997,33.515,36.381,2.8659999999999997
72,2,-1.0794,15.2697,0.10195,10.747,11.723,12.7,13.862,15.27,17.011,19.224,22.133,25.042,27.950999999999997,30.859999999999996,33.76899999999999,36.678,2.908999999999999
