age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
215,1,14.48873869,18.46841062,19.96223358,24.95008218,29.95779173,34.98283616,39.98921791,44.99383472,49.99845152,55.00306833,60.00768513,65.01230194,70.01691874,78.02430563,-1.0407,21.6638,0.12826,14.091,15.674,17.258,19.207,21.664,24.861,29.197,35.417,39.753,44.089,48.425,52.761,57.097,61.433,65.769,70.105,74.441,78.777,83.113,87.449,91.785,96.121,100.457,104.793,109.129,113.465,117.801,122.137,126.473,130.809,135.145,139.481,143.817,148.153,152.489,156.825,161.161,165.497,169.833,174.169,178.505,182.841,187.177,191.513,195.849,4.336
216,1,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,-1.026,21.7077,0.12836,14.1,15.692,17.284,19.242,21.708,24.911,29.243,35.432,39.764,44.096,48.428,52.76,57.092,61.424,65.756,70.088,74.42,78.752,83.084,87.416,91.748,96.08,100.412,104.744,109.076,113.408,117.74,122.072,126.404,130.736,135.068,139.4,143.732,148.064,152.396,156.728,161.06,165.392,169.724,174.056,178.388,182.72,187.052,191.384,195.716,4.332
0,2,9.989845974,12.12328262,12.78448643,14.70577163,16.18363205,17.35688253,18.78089707,20.29110545,21.80131383,23.31152221,24.82173058,26.33193896,27.84214734,30.25848074,-0.0631,13.3363,0.09272,9.154,10.122,11.091,12.159,13.336,14.636,16.071,17.657,19.092,20.527,21.962,23.397,24.832,26.267,27.702,29.137,30.572,32.007,33.442,34.877,36.312,37.747,39.182,40.617,42.052,43.487,44.922,46.357,47.792,49.227,50.662,52.097,53.532,54.967,56.402,57.837,59.272,60.707,62.142,63.577,65.012,66.447,67.882,69.317,70.752,1.435
1,2,10.58876663,13.15276119,13.91082856,16.05005031,17.61369152,18.80839488,20.30681899,21.90963944,23.5124599,25.11528036,26.71810082,28.32092128,29.92374174,32.48825447,0.3481,14.5422,0.09559,9.569,10.75,11.932,13.195,14.542,15.976,17.499,19.114,20.637,22.16,23.683,25.206,26.729,28.252,29.775,31.298,32.821,34.344,35.867,37.39,38.913,40.436,41.959,43.482,45.005,46.528,48.051,49.574,51.097,52.62,54.143,55.666,57.189,58.712,60.235,61.758,63.281,64.804,66.327,67.85,69.373,70.896,72.419,73.942,75.465,1.523
2,2,11.65626138,14.30505558,15.10468538,17.38856557,19.09190635,20.41384746,22.04976826,23.79361166,25.53745506,27.28129846,29.02514186,30.76898527,32.51282867,35.30297811,0.1743,15.7713,0.09371,10.608,11.822,13.035,14.349,15.771,17.308,18.965,20.752,22.409,24.066,25.723,27.38,29.037,30.694,32.351,34.008,35.665,37.322,38.979,40.636,42.293,43.95,45.607,47.264,48.921,50.578,52.235,53.892,55.549,57.206,58.863,60.52,62.177,63.834,65.491,67.148,68.805,70.462,72.119,73.776,75.433,77.09,78.747,80.404,82.061,1.657
3,2,12.19085181,14.85855393,15.67356527,18.01777457,19.79022681,21.17800607,22.88245969,24.69576216,26.50906462,28.32236708,30.13566954,31.94897201,33.76227447,36.66355841,0.0652,16.3531,0.09255,11.14,12.357,13.574,14.903,16.353,17.934,19.657,21.533,23.256,24.979,26.702,28.425,30.148,31.871,33.594,35.317,37.04,38.763,40.486,42.209,43.932,45.655,47.378,49.101,50.824,52.547,54.27,55.993,57.716,59.439,61.162,62.885,64.608,66.331,68.054,69.777,71.5,73.223,74.946,76.669,78.392,80.115,81.838,83.561,85.284,1.723
4,2,12.50067095,15.16155393,15.98134808,18.35147632,20.16113271,21.58959846,23.33187182,25.18200863,27.03214544,28.88228226,30.73241907,32.58255588,34.4326927,37.3929116,-0.0173,16.6647,0.09168,11.455,12.666,13.877,15.206,16.665,18.266,20.024,21.955,23.713,25.471,27.229,28.987,30.745,32.503,34.261,36.019,37.777,39.535,41.293,43.051,44.809,46.567,48.325,50.083,51.841,53.599,55.357,57.115,58.873,60.631,62.389,64.147,65.905,67.663,69.421,71.179,72.937,74.695,76.453,78.211,79.969,81.727,83.485,85.243,87.001,1.758
5,2,12.6931727,15.33478804,16.15434808,18.53444875,20.3656893,21.82078621,23.58553589,25.4567209,27.32790591,29.19909093,31.07027594,32.94146096,34.81264597,37.80654199,-0.086,16.8379,0.09096,11.657,12.857,14.057,15.379,16.838,18.448,20.226,22.193,23.971,25.749,27.527,29.305,31.083,32.861,34.639,36.417,38.195,39.973,41.751,43.529,45.307,47.085,48.863,50.641,52.419,54.197,55.975,57.753,59.531,61.309,63.087,64.865,66.643,68.421,70.199,71.977,73.755,75.533,77.311,79.089,80.867,82.645,84.423,86.201,87.979,1.778
6,2,12.79608401,15.41212247,16.22762811,18.60488634,20.44610963,21.91600163,23.69158472,25.57224142,27.45289813,29.33355483,31.21421153,33.09486824,34.97552494,37.98457567,-0.1418,16.9077,0.09037,11.772,12.958,14.144,15.456,16.908,18.518,20.305,22.292,24.079,25.866,27.653,29.44,31.227,33.014,34.801,36.588,38.375,40.162,41.949,43.736,45.523,47.31,49.097,50.884,52.671,54.458,56.245,58.032,59.819,61.606,63.393,65.18,66.967,68.754,70.541,72.328,74.115,75.902,77.689,79.476,81.263,83.05,84.837,86.624,88.411,1.787
7,2,12.83626838,15.41862412,16.22778245,18.59393496,20.4368198,21.91410934,23.69236792,25.57407704,27.45578615,29.33749526,31.21920438,33.10091349,34.98262261,37.99335719,-0.19,16.9033,0.08986,11.826,12.996,14.165,15.462,16.903,18.507,20.295,22.292,24.08,25.868,27.656,29.444,31.232,33.02,34.808,36.596,38.384,40.172,41.96,43.748,45.536,47.324,49.112,50.9,52.688,54.476,56.264,58.052,59.84,61.628,63.416,65.204,66.992,68.78,70.568,72.356,74.144,75.932,77.72,79.508,81.296,83.084,84.872,86.66,88.448,1.788
8,2,12.82686231,15.37319265,16.17381108,18.52064323,20.35803285,21.83754165,23.6116687,25.48706336,27.36245801,29.23785266,31.11324732,32.98864197,34.86403662,37.86466807,-0.2337,16.8417,0.08939,11.833,12.984,14.136,15.416,16.842,18.434,20.216,22.216,23.998,25.78,27.562,29.344,31.126,32.908,34.69,36.472,38.254,40.036,41.818,43.6,45.382,47.164,48.946,50.728,52.51,54.292,56.074,57.856,59.638,61.42,63.202,64.984,66.766,68.548,70.33,72.112,73.894,75.676,77.458,79.24,81.022,82.804,84.586,86.368,88.15,1.782
9,2,12.78531972,15.29279463,16.08377687,18.40820564,20.23674878,21.71329856,23.47961987,25.34554283,27.2114658,29.07738876,30.94331172,32.80923469,34.67515765,37.66063439,-0.2714,16.7441,0.08899,11.807,12.94,14.073,15.335,16.744,18.322,20.095,22.091,23.864,25.637,27.41,29.183,30.956,32.729,34.502,36.275,38.048,39.821,41.594,43.367,45.14,46.913,48.686,50.459,52.232,54.005,55.778,57.551,59.324,61.097,62.87,64.643,66.416,68.189,69.962,71.735,73.508,75.281,77.054,78.827,80.6,82.373,84.146,85.919,87.692,1.773
10,2,12.72191365,15.19039661,15.97174266,18.27257356,20.08832268,21.56043394,23.31543822,25.16767986,27.01992149,28.87216312,30.72440476,32.57664639,34.42888802,37.39247464,-0.3053,16.6242,0.08863,11.76,12.874,13.988,15.232,16.624,18.187,19.947,21.937,23.697,25.457,27.217,28.977,30.737,32.497,34.257,36.017,37.777,39.537,41.297,43.057,44.817,46.577,48.337,50.097,51.857,53.617,55.377,57.137,58.897,60.657,62.417,64.177,65.937,67.697,69.457,71.217,72.977,74.737,76.497,78.257,80.017,81.777,83.537,85.297,87.057,1.76
11,2,12.64637106,15.07603203,15.84717702,18.12194149,19.92461252,21.38932623,23.13225658,24.97081688,26.80937718,28.64793749,30.48649779,32.32505809,34.1636184,37.10531488,-0.3373,16.491,0.08828,11.7,12.796,13.892,15.117,16.491,18.037,19.784,21.764,23.511,25.258,27.005,28.752,30.499,32.246,33.993,35.74,37.487,39.234,40.981,42.728,44.475,46.222,47.969,49.716,51.463,53.21,54.957,56.704,58.451,60.198,61.945,63.692,65.439,67.186,68.933,70.68,72.427,74.174,75.921,77.668,79.415,81.162,82.909,84.656,86.403,1.747
12,2,12.57069195,14.96460057,15.7261428,17.97726079,19.76590235,21.22321852,22.95329173,24.77711829,26.60094485,28.42477142,30.24859798,32.07242454,33.89625111,36.81437361,-0.3656,16.3621,0.08798,11.639,12.718,13.797,15.005,16.362,17.893,19.626,21.596,23.329,25.062,26.795,28.528,30.261,31.994,33.727,35.46,37.193,38.926,40.659,42.392,44.125,45.858,47.591,49.324,51.057,52.79,54.523,56.256,57.989,59.722,61.455,63.188,64.921,66.654,68.387,70.12,71.853,73.586,75.319,77.052,78.785,80.518,82.251,83.984,85.717,1.733
13,2,12.49387631,14.85313566,15.60564001,17.83262871,19.6082632,21.05892159,22.77711008,24.58725531,26.39740055,28.20754578,30.01769101,31.82783625,33.63798148,36.53421385,-0.3926,16.2339,0.08769,11.576,12.639,13.701,14.893,16.234,17.749,19.469,21.43,23.15,24.87,26.59,28.31,30.03,31.75,33.47,35.19,36.91,38.63,40.35,42.07,43.79,45.51,47.23,48.95,50.67,52.39,54.11,55.83,57.55,59.27,60.99,62.71,64.43,66.15,67.87,69.59,71.31,73.03,74.75,76.47,78.19,79.91,81.63,83.35,85.07,1.72
14,2,12.42292415,14.75163731,15.49566865,17.70099663,19.46362406,20.90762465,22.61392844,24.41039234,26.20685624,28.00332014,29.79978405,31.59624795,33.39271185,36.26705409,-0.4169,16.117,0.08742,11.518,12.566,13.614,14.791,16.117,17.618,19.325,21.277,22.984,24.691,26.398,28.105,29.812,31.519,33.226,34.933,36.64,38.347,40.054,41.761,43.468,45.175,46.882,48.589,50.296,52.003,53.71,55.417,57.124,58.831,60.538,62.245,63.952,65.659,67.366,69.073,70.78,72.487,74.194,75.901,77.608,79.315,81.022,82.729,84.436,1.707
15,2,12.35669895,14.65710551,15.39322871,17.57941318,19.32998491,20.76732771,22.46252999,24.24636498,26.03019996,27.81403494,29.59786992,31.3817049,33.16553989,36.01967586,-0.4396,16.0083,0.08718,11.463,12.498,13.533,14.696,16.008,17.497,19.192,21.135,22.83,24.525,26.22,27.915,29.61,31.305,33,34.695,36.39,38.085,39.78,41.475,43.17,44.865,46.56,48.255,49.95,51.645,53.34,55.035,56.73,58.425,60.12,61.815,63.51,65.205,66.9,68.595,70.29,71.985,73.68,75.375,77.07,78.765,80.46,82.155,83.85,1.695
16,2,12.29347375,14.56654027,15.29585162,17.46292696,19.20334576,20.63403077,22.31969796,24.09300884,25.86631972,27.6396306,29.41294149,31.18625237,32.95956325,35.79686066,-0.4616,15.9049,0.08694,11.411,12.433,13.455,14.605,15.905,17.381,19.066,21,22.685,24.37,26.055,27.74,29.425,31.11,32.795,34.48,36.165,37.85,39.535,41.22,42.905,44.59,46.275,47.96,49.645,51.33,53.015,54.7,56.385,58.07,59.755,61.44,63.125,64.81,66.495,68.18,69.865,71.55,73.235,74.92,76.605,78.29,79.975,81.66,83.345,1.685
17,2,12.2379755,14.48790815,15.21047453,17.35948937,19.09084865,20.51635538,22.19364913,23.95748832,25.72132751,27.4851667,29.24900589,31.01284509,32.77668428,35.59882698,-0.4816,15.8137,0.08672,11.365,12.376,13.387,14.526,15.814,17.278,18.954,20.881,22.557,24.233,25.909,27.585,29.261,30.937,32.613,34.289,35.965,37.641,39.317,40.993,42.669,44.345,46.021,47.697,49.373,51.049,52.725,54.401,56.077,57.753,59.429,61.105,62.781,64.457,66.133,67.809,69.485,71.161,72.837,74.513,76.189,77.865,79.541,81.217,82.893,1.676
18,2,12.18834072,14.41627602,15.13262886,17.26700316,18.98842255,20.40949075,22.07781709,23.83113218,25.58444727,27.33776237,29.09107746,30.84439255,32.59770764,35.40301179,-0.5006,15.7312,0.08651,11.324,12.325,13.326,14.454,15.731,17.186,18.852,20.773,22.439,24.105,25.771,27.437,29.103,30.769,32.435,34.101,35.767,37.433,39.099,40.765,42.431,44.097,45.763,47.429,49.095,50.761,52.427,54.093,55.759,57.425,59.091,60.757,62.423,64.089,65.755,67.421,69.087,70.753,72.419,74.085,75.751,77.417,79.083,80.749,82.415,1.666
19,2,12.14270595,14.34961046,15.06084604,17.18061419,18.89399645,20.31062613,21.97155146,23.71644727,25.46134309,27.2062389,28.95113471,30.69603052,32.44092633,35.23275963,-0.5192,15.6547,0.08631,11.287,12.278,13.269,14.387,15.655,17.1,18.758,20.673,22.331,23.989,25.647,27.305,28.963,30.621,32.279,33.937,35.595,37.253,38.911,40.569,42.227,43.885,45.543,47.201,48.859,50.517,52.175,53.833,55.491,57.149,58.807,60.465,62.123,63.781,65.439,67.097,68.755,70.413,72.071,73.729,75.387,77.045,78.703,80.361,82.019,1.658
20,2,12.10393466,14.29291145,14.99906322,17.10627384,18.81271238,20.22638304,21.88106904,23.61859798,25.35612692,27.09365586,28.8311848,30.56871374,32.30624269,35.08628899,-0.5363,15.589,0.08613,11.256,12.238,13.221,14.33,15.589,17.026,18.677,20.588,22.239,23.89,25.541,27.192,28.843,30.494,32.145,33.796,35.447,37.098,38.749,40.4,42.051,43.702,45.353,47.004,48.655,50.306,51.957,53.608,55.259,56.91,58.561,60.212,61.863,63.514,65.165,66.816,68.467,70.118,71.769,73.42,75.071,76.722,78.373,80.024,81.675,1.651
21,2,12.07189032,14.24414555,14.94581183,17.04098211,18.74142832,20.15213996,21.80136982,23.5325843,25.26379878,26.99501326,28.72622774,30.45744222,32.1886567,34.95859987,-0.5526,15.5316,0.08595,11.23,12.205,13.179,14.281,15.532,16.961,18.606,20.513,22.158,23.803,25.448,27.093,28.738,30.383,32.028,33.673,35.318,36.963,38.608,40.253,41.898,43.543,45.188,46.833,48.478,50.123,51.768,53.413,55.058,56.703,58.348,59.993,61.638,63.283,64.928,66.573,68.218,69.863,71.508,73.153,74.798,76.443,78.088,79.733,81.378,1.645
22,2,12.0439825,14.20044654,14.89809186,16.98369038,18.67821527,20.08670765,21.7306706,23.45557062,25.18047064,26.90537066,28.63027068,30.3551707,32.08007072,34.83991076,-0.5687,15.4811,0.08577,11.209,12.176,13.144,14.237,15.481,16.904,18.543,20.447,22.086,23.725,25.364,27.003,28.642,30.281,31.92,33.559,35.198,36.837,38.476,40.115,41.754,43.393,45.032,46.671,48.31,49.949,51.588,53.227,54.866,56.505,58.144,59.783,61.422,63.061,64.7,66.339,67.978,69.617,71.256,72.895,74.534,76.173,77.812,79.451,81.09,1.639
23,2,12.02280163,14.1666472,14.86037189,16.9374959,18.62800222,20.03427534,21.67453778,23.39522816,25.11591854,26.83660892,28.55729931,30.27798969,31.99868007,34.75178468,-0.5836,15.4405,0.08561,11.193,12.154,13.116,14.203,15.44,16.858,18.493,20.394,22.029,23.664,25.299,26.934,28.569,30.204,31.839,33.474,35.109,36.744,38.379,40.014,41.649,43.284,44.919,46.554,48.189,49.824,51.459,53.094,54.729,56.364,57.999,59.634,61.269,62.904,64.539,66.174,67.809,69.444,71.079,72.714,74.349,75.984,77.619,79.254,80.889,1.635
24,2,12.00748425,14.13881441,14.82971476,16.89930141,18.5859312,19.99146457,21.62840497,23.34488571,25.06136645,26.77784719,28.49432793,30.21080867,31.92728941,34.6736586,-0.5979,15.4072,0.08546,11.182,12.138,13.093,14.175,15.407,16.82,18.451,20.351,21.982,23.613,25.244,26.875,28.506,30.137,31.768,33.399,35.03,36.661,38.292,39.923,41.554,43.185,44.816,46.447,48.078,49.709,51.34,52.971,54.602,56.233,57.864,59.495,61.126,62.757,64.388,66.019,67.65,69.281,70.912,72.543,74.174,75.805,77.436,79.067,80.698,1.631
25,2,12.22570945,14.38344654,15.07949758,17.15720417,18.84093697,20.23611377,21.86883856,23.58321448,25.2975904,27.01196632,28.72634224,30.44071816,32.15509409,34.89809556,-0.5684,15.6608,0.08452,11.389,12.358,13.327,14.42,15.661,17.078,18.707,20.593,22.222,23.851,25.48,27.109,28.738,30.367,31.996,33.625,35.254,36.883,38.512,40.141,41.77,43.399,45.028,46.657,48.286,49.915,51.544,53.173,54.802,56.431,58.06,59.689,61.318,62.947,64.576,66.205,67.834,69.463,71.092,72.721,74.35,75.979,77.608,79.237,80.866,1.629
26,2,12.2049825,14.35851342,15.05290331,17.12600968,18.80565291,20.19787069,21.82670575,23.53687203,25.24703831,26.95720459,28.66737087,30.37753715,32.08770343,34.82396948,-0.5684,15.6329,0.08449,11.37,12.337,13.304,14.395,15.633,17.047,18.672,20.554,22.179,23.804,25.429,27.054,28.679,30.304,31.929,33.554,35.179,36.804,38.429,40.054,41.679,43.304,44.929,46.554,48.179,49.804,51.429,53.054,54.679,56.304,57.929,59.554,61.179,62.804,64.429,66.054,67.679,69.304,70.929,72.554,74.179,75.804,77.429,79.054,80.679,1.625
27,2,12.18425554,14.33358031,15.02684046,17.09586382,18.77243986,20.16243838,21.78835614,23.49536519,25.20237424,26.90938329,28.61639234,30.32340139,32.03041044,34.76162492,-0.5684,15.6062,0.08447,11.351,12.316,13.281,14.37,15.606,17.017,18.639,20.518,22.14,23.762,25.384,27.006,28.628,30.25,31.872,33.494,35.116,36.738,38.36,39.982,41.604,43.226,44.848,46.47,48.092,49.714,51.336,52.958,54.58,56.202,57.824,59.446,61.068,62.69,64.312,65.934,67.556,69.178,70.8,72.422,74.044,75.666,77.288,78.91,80.532,1.622
28,2,12.16452859,14.3096472,15.00177761,17.06666933,18.73915579,20.1261953,21.74822332,23.45102273,25.15382214,26.85662155,28.55942096,30.26222037,31.96501979,34.68949884,-0.5684,15.5796,0.08444,11.333,12.296,13.259,14.346,15.58,16.988,18.606,20.481,22.099,23.717,25.335,26.953,28.571,30.189,31.807,33.425,35.043,36.661,38.279,39.897,41.515,43.133,44.751,46.369,47.987,49.605,51.223,52.841,54.459,56.077,57.695,59.313,60.931,62.549,64.167,65.785,67.403,69.021,70.639,72.257,73.875,75.493,77.111,78.729,80.347,1.618
29,2,12.14566511,14.28671408,14.97718334,17.03857209,18.70887173,20.09295221,21.71265691,23.4133515,25.1140461,26.81474069,28.51543528,30.21612987,31.91682446,34.6379358,-0.5684,15.5545,0.08443,11.315,12.277,13.238,14.323,15.554,16.96,18.576,20.447,22.063,23.679,25.295,26.911,28.527,30.143,31.759,33.375,34.991,36.607,38.223,39.839,41.455,43.071,44.687,46.303,47.919,49.535,51.151,52.767,54.383,55.999,57.615,59.231,60.847,62.463,64.079,65.695,67.311,68.927,70.543,72.159,73.775,75.391,77.007,78.623,80.239,1.616
30,2,12.12593816,14.26474753,14.95412049,17.01242623,18.67972969,20.06233067,21.6793073,23.37684466,25.07438202,26.77191939,28.46945675,30.16699411,31.86453147,34.58059124,-0.5684,15.5301,0.08444,11.297,12.257,13.217,14.301,15.53,16.934,18.547,20.416,22.029,23.642,25.255,26.868,28.481,30.094,31.707,33.32,34.933,36.546,38.159,39.772,41.385,42.998,44.611,46.224,47.837,49.45,51.063,52.676,54.289,55.902,57.515,59.128,60.741,62.354,63.967,65.58,67.193,68.806,70.419,72.032,73.645,75.258,76.871,78.484,80.097,1.613
31,2,12.10607468,14.24081441,14.92958907,16.9853776,18.65151664,20.03189836,21.6475241,23.34400905,25.040494,26.73697895,28.4334639,30.12994885,31.8264338,34.54080972,-0.5684,15.5054,0.08447,11.278,12.237,13.195,14.277,15.505,16.907,18.519,20.385,21.997,23.609,25.221,26.833,28.445,30.057,31.669,33.281,34.893,36.505,38.117,39.729,41.341,42.953,44.565,46.177,47.789,49.401,51.013,52.625,54.237,55.849,57.461,59.073,60.685,62.297,63.909,65.521,67.133,68.745,70.357,71.969,73.581,75.193,76.805,78.417,80.029,1.612
32,2,12.0852112,14.21884786,14.90705764,16.96132898,18.62651664,20.00689836,21.6217409,23.31717344,25.01260598,26.70803852,28.40347106,30.0989036,31.79433614,34.5070282,-0.5684,15.4821,0.08454,11.258,12.216,13.174,14.255,15.482,16.883,18.494,20.36,21.971,23.582,25.193,26.804,28.415,30.026,31.637,33.248,34.859,36.47,38.081,39.692,41.303,42.914,44.525,46.136,47.747,49.358,50.969,52.58,54.191,55.802,57.413,59.024,60.635,62.246,63.857,65.468,67.079,68.69,70.301,71.912,73.523,75.134,76.745,78.356,79.967,1.611
33,2,12.06434772,14.19684786,14.88505764,16.93932898,18.60451664,19.98489836,21.5997409,23.29517344,24.99060598,26.68603852,28.38147106,30.0769036,31.77233614,34.4850282,-0.5684,15.4597,0.08465,11.238,12.195,13.152,14.233,15.46,16.861,18.472,20.338,21.949,23.56,25.171,26.782,28.393,30.004,31.615,33.226,34.837,36.448,38.059,39.67,41.281,42.892,44.503,46.114,47.725,49.336,50.947,52.558,54.169,55.78,57.391,59.002,60.613,62.224,63.835,65.446,67.057,68.668,70.279,71.89,73.501,75.112,76.723,78.334,79.945,1.611
34,2,12.04134772,14.17384786,14.86258907,16.9183776,18.58472969,19.96733067,21.5835241,23.28000905,24.976494,26.67297895,28.3694639,30.06594885,31.7624338,34.47680972,-0.5684,15.4376,0.08482,11.215,12.172,13.129,14.21,15.438,16.84,18.452,20.321,21.933,23.545,25.157,26.769,28.381,29.993,31.605,33.217,34.829,36.441,38.053,39.665,41.277,42.889,44.501,46.113,47.725,49.337,50.949,52.561,54.173,55.785,57.397,59.009,60.621,62.233,63.845,65.457,67.069,68.681,70.293,71.905,73.517,75.129,76.741,78.353,79.965,1.612
35,2,12.01834772,14.15281441,14.84212049,16.90052347,18.57001376,19.95557375,21.57487371,23.27451589,24.97415807,26.67380025,28.37344243,30.07308461,31.77272679,34.49215428,-0.5684,15.4176,0.08504,11.192,12.149,13.107,14.189,15.418,16.822,18.437,20.31,21.925,23.54,25.155,26.77,28.385,30,31.615,33.23,34.845,36.46,38.075,39.69,41.305,42.92,44.535,46.15,47.765,49.38,50.995,52.61,54.225,55.84,57.455,59.07,60.685,62.3,63.915,65.53,67.145,68.76,70.375,71.99,73.605,75.22,76.835,78.45,80.065,1.615
36,2,11.99407468,14.13078097,14.82118334,16.88476658,18.55943986,19.94943838,21.57378973,23.27869396,24.98359819,26.68850242,28.39340665,30.09831088,31.80321511,34.53106188,-0.5684,15.3984,0.08532,11.166,12.125,13.084,14.167,15.398,16.806,18.426,20.305,21.925,23.545,25.165,26.785,28.405,30.025,31.645,33.265,34.885,36.505,38.125,39.745,41.365,42.985,44.605,46.225,47.845,49.465,51.085,52.705,54.325,55.945,57.565,59.185,60.805,62.425,64.045,65.665,67.285,68.905,70.525,72.145,73.765,75.385,77.005,78.625,80.245,1.62
37,2,11.96993816,14.11071408,14.80277761,16.8720583,18.55300799,19.94892455,21.57948895,23.29070764,25.00192633,26.71314502,28.42436371,30.1355824,31.84680109,34.584751,-0.5684,15.3813,0.08565,11.141,12.101,13.062,14.147,15.381,16.793,18.419,20.306,21.932,23.558,25.184,26.81,28.436,30.062,31.688,33.314,34.94,36.566,38.192,39.818,41.444,43.07,44.696,46.322,47.948,49.574,51.2,52.826,54.452,56.078,57.704,59.33,60.956,62.582,64.208,65.834,67.46,69.086,70.712,72.338,73.964,75.59,77.216,78.842,80.468,1.626
38,2,11.94552859,14.09158031,14.78590331,16.86239865,18.55071815,19.95403225,21.59197137,23.31055694,25.0291425,26.74772806,28.46631362,30.18489918,31.90348474,34.65322164,-0.5684,15.3656,0.08604,11.114,12.077,13.039,14.128,15.366,16.783,18.416,20.313,21.946,23.579,25.212,26.845,28.478,30.111,31.744,33.377,35.01,36.643,38.276,39.909,41.542,43.175,44.808,46.441,48.074,49.707,51.34,52.973,54.606,56.239,57.872,59.505,61.138,62.771,64.404,66.037,67.67,69.303,70.936,72.569,74.202,75.835,77.468,79.101,80.734,1.633
39,2,11.91925554,14.07147998,14.76856043,16.85383625,18.55164137,19.96457227,21.61202021,23.34007746,25.06813471,26.79619196,28.52424921,30.25230646,31.98036371,34.74525531,-0.5684,15.3507,0.08649,11.086,12.051,13.016,14.108,15.351,16.774,18.416,20.326,21.968,23.61,25.252,26.894,28.536,30.178,31.82,33.462,35.104,36.746,38.388,40.03,41.672,43.314,44.956,46.598,48.24,49.882,51.524,53.166,54.808,56.45,58.092,59.734,61.376,63.018,64.66,66.302,67.944,69.586,71.228,72.87,74.512,76.154,77.796,79.438,81.08,1.642
40,2,11.89284597,14.05234621,14.75221755,16.84832246,18.55656458,19.97911229,21.63685224,23.37543359,25.11401494,26.8525963,28.59117765,30.329759,32.06834035,34.85007051,-0.5684,15.3373,0.08698,11.057,12.025,12.993,14.089,15.337,16.768,18.42,20.343,21.995,23.647,25.299,26.951,28.603,30.255,31.907,33.559,35.211,36.863,38.515,40.167,41.819,43.471,45.123,46.775,48.427,50.079,51.731,53.383,55.035,56.687,58.339,59.991,61.643,63.295,64.947,66.599,68.251,69.903,71.555,73.207,74.859,76.511,78.163,79.815,81.467,1.652
41,2,11.86643641,14.03321244,14.73693752,16.84485729,18.56455881,19.99746309,21.66646748,23.41662534,25.1667832,26.91694107,28.66709893,30.41725679,32.16741465,34.96766723,-0.5684,15.3248,0.0875,11.028,11.999,12.97,14.07,15.325,16.764,18.427,20.364,22.027,23.69,25.353,27.016,28.679,30.342,32.005,33.668,35.331,36.994,38.657,40.32,41.983,43.646,45.309,46.972,48.635,50.298,51.961,53.624,55.287,56.95,58.613,60.276,61.939,63.602,65.265,66.928,68.591,70.254,71.917,73.58,75.243,76.906,78.569,80.232,81.895,1.663
42,2,11.83889032,14.01501178,14.72212607,16.84244075,18.57469507,20.01943542,21.70086592,23.4636527,25.22643949,26.98922627,28.75201305,30.51479983,32.27758661,35.09804546,-0.5684,15.3128,0.08807,10.997,11.972,12.946,14.052,15.313,16.761,18.436,20.389,22.064,23.739,25.414,27.089,28.764,30.439,32.114,33.789,35.464,37.139,38.814,40.489,42.164,43.839,45.514,47.189,48.864,50.539,52.214,53.889,55.564,57.239,58.914,60.589,62.264,63.939,65.614,67.289,68.964,70.639,72.314,73.989,75.664,77.339,79.014,80.689,82.364,1.675
43,2,11.81148075,13.996878,14.70784604,16.84102421,18.58583134,20.04240775,21.73626437,23.51168007,25.28709577,27.06251147,28.83792717,30.61334288,32.38875858,35.2294237,-0.5684,15.302,0.08864,10.967,11.945,12.924,14.034,15.302,16.759,18.446,20.415,22.102,23.789,25.476,27.163,28.85,30.537,32.224,33.911,35.598,37.285,38.972,40.659,42.346,44.033,45.72,47.407,49.094,50.781,52.468,54.155,55.842,57.529,59.216,60.903,62.59,64.277,65.964,67.651,69.338,71.025,72.712,74.399,76.086,77.773,79.46,81.147,82.834,1.687
44,2,11.78493466,13.97971079,14.69456601,16.84065628,18.59903862,20.06819086,21.77544601,23.56454304,25.35364008,27.14273711,28.93183414,30.72093117,32.5100282,35.37258346,-0.5684,15.2919,0.08923,10.937,11.919,12.902,14.017,15.292,16.758,18.458,20.444,22.144,23.844,25.544,27.244,28.944,30.644,32.344,34.044,35.744,37.444,39.144,40.844,42.544,44.244,45.944,47.644,49.344,51.044,52.744,54.444,56.144,57.844,59.544,61.244,62.944,64.644,66.344,68.044,69.744,71.444,73.144,74.844,76.544,78.244,79.944,81.644,83.344,1.7
45,2,11.75825204,13.96251013,14.68128598,16.84228836,18.61431691,20.09678473,21.81762766,23.62040602,25.42318438,27.22596274,29.02874111,30.83151947,32.63429783,35.51874321,-0.5684,15.2824,0.08984,10.906,11.893,12.879,14,15.282,16.759,18.472,20.476,22.189,23.902,25.615,27.328,29.041,30.754,32.467,34.18,35.893,37.606,39.319,41.032,42.745,44.458,46.171,47.884,49.597,51.31,53.023,54.736,56.449,58.162,59.875,61.588,63.301,65.014,66.727,68.44,70.153,71.866,73.579,75.292,77.005,78.718,80.431,82.144,83.857,1.713
