age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
158,2,13.4963769,16.66428026,17.89704202,22.17802463,26.92065024,32.29200695,37.14577331,41.82163103,46.49748874,51.17334645,55.84920417,60.52506188,65.2009196,72.68229194,-1.3046,18.9335,0.13492,12.335,13.68,15.025,16.721,18.934,21.962,26.405,33.666,38.109,42.552,46.995,51.438,55.881,60.324,64.767,69.21,73.653,78.096,82.539,86.982,91.425,95.868,100.311,104.754,109.197,113.64,118.083,122.526,126.969,131.412,135.855,140.298,144.741,149.184,153.627,158.07,162.513,166.956,171.399,175.842,180.285,184.728,189.171,193.614,198.057,4.443
159,2,13.53228471,16.71797927,17.95688769,22.25880257,27.01757346,32.39854697,37.26730457,41.96000084,46.65269712,51.34539339,56.03808967,60.73078594,65.42348221,72.93179625,-1.297,18.9991,0.13514,12.364,13.717,15.07,16.775,18.999,22.042,26.501,33.775,38.234,42.693,47.152,51.611,56.07,60.529,64.988,69.447,73.906,78.365,82.824,87.283,91.742,96.201,100.66,105.119,109.578,114.037,118.496,122.955,127.414,131.873,136.332,140.791,145.25,149.709,154.168,158.627,163.086,167.545,172.004,176.463,180.922,185.381,189.84,194.299,198.758,4.459
160,2,13.56719253,16.77064484,18.01626478,22.33962913,27.11542565,32.50527622,37.38961903,42.10020627,46.81079352,51.52138076,56.23196801,60.94255525,65.6531425,73.19008209,-1.2894,19.0642,0.13537,12.392,13.753,15.113,16.828,19.064,22.122,26.598,33.884,38.36,42.836,47.312,51.788,56.264,60.74,65.216,69.692,74.168,78.644,83.12,87.596,92.072,96.548,101.024,105.5,109.976,114.452,118.928,123.404,127.88,132.356,136.832,141.308,145.784,150.26,154.736,159.212,163.688,168.164,172.64,177.116,181.592,186.068,190.544,195.02,199.496,4.476
161,2,13.60123687,16.82334385,18.07564187,22.41940707,27.21113582,32.60838393,37.50715028,42.23457609,46.96200189,51.6894277,56.4168535,61.14427931,65.87170511,73.4355864,-1.2816,19.1289,0.13559,12.42,13.788,15.157,16.881,19.129,22.201,26.693,33.989,38.481,42.973,47.465,51.957,56.449,60.941,65.433,69.925,74.417,78.909,83.401,87.893,92.385,96.877,101.369,105.861,110.353,114.845,119.337,123.829,128.321,132.813,137.305,141.797,146.289,150.781,155.273,159.765,164.257,168.749,173.241,177.733,182.225,186.717,191.209,195.701,200.193,4.492
162,2,13.63600817,16.87600942,18.13448754,22.49813639,27.30484598,32.70949164,37.62189834,42.36511029,47.10832225,51.8515342,56.59474616,61.33795811,66.08117007,73.6703092,-1.2739,19.1931,0.1358,12.447,13.824,15.2,16.934,19.193,22.279,26.786,34.092,38.599,43.106,47.613,52.12,56.627,61.134,65.641,70.148,74.655,79.162,83.669,88.176,92.683,97.19,101.697,106.204,110.711,115.218,119.725,124.232,128.739,133.246,137.753,142.26,146.767,151.274,155.781,160.288,164.795,169.302,173.809,178.316,182.823,187.33,191.837,196.344,200.851,4.507
163,2,13.67005251,16.92770843,18.19286463,22.57686571,27.3983431,32.80816704,37.73364639,42.4926445,47.2516426,52.01064071,56.76963881,61.52863692,66.28763502,73.90203199,-1.2661,19.2567,0.13601,12.475,13.859,15.243,16.986,19.257,22.357,26.879,34.192,38.714,43.236,47.758,52.28,56.802,61.324,65.846,70.368,74.89,79.412,83.934,88.456,92.978,97.5,102.022,106.544,111.066,115.588,120.11,124.632,129.154,133.676,138.198,142.72,147.242,151.764,156.286,160.808,165.33,169.852,174.374,178.896,183.418,187.94,192.462,196.984,201.506,4.522
164,2,13.70296033,16.97840744,18.25024173,22.65359503,27.48998225,32.90646397,37.84539444,42.6201787,47.39496296,52.16974721,56.94453147,61.71931572,66.49409998,74.13375479,-1.2583,19.3197,0.13622,12.501,13.893,15.285,17.037,19.32,22.433,26.97,34.292,38.829,43.366,47.903,52.44,56.977,61.514,66.051,70.588,75.125,79.662,84.199,88.736,93.273,97.81,102.347,106.884,111.421,115.958,120.495,125.032,129.569,134.106,138.643,143.18,147.717,152.254,156.791,161.328,165.865,170.402,174.939,179.476,184.013,188.55,193.087,197.624,202.161,4.537
165,2,13.73600467,17.02910645,18.30708739,22.73027573,27.58033733,33.00051783,37.95135929,42.74087729,47.53039529,52.31991328,57.10943128,61.89894927,66.68846727,74.35169606,-1.2504,19.382,0.13642,12.528,13.927,15.327,17.088,19.382,22.509,27.06,34.387,38.938,43.489,48.04,52.591,57.142,61.693,66.244,70.795,75.346,79.897,84.448,88.999,93.55,98.101,102.652,107.203,111.754,116.305,120.856,125.407,129.958,134.509,139.06,143.611,148.162,152.713,157.264,161.815,166.366,170.917,175.468,180.019,184.57,189.121,193.672,198.223,202.774,4.551
166,2,13.76891249,17.07977202,18.36393306,22.80595643,27.66969241,33.09357168,38.05632414,42.86057588,47.66482762,52.46907935,57.27333109,62.07758282,66.88183456,74.56863734,-1.2425,19.4437,0.13662,12.554,13.961,15.368,17.139,19.444,22.584,27.149,34.481,39.046,43.611,48.176,52.741,57.306,61.871,66.436,71.001,75.566,80.131,84.696,89.261,93.826,98.391,102.956,107.521,112.086,116.651,121.216,125.781,130.346,134.911,139.476,144.041,148.606,153.171,157.736,162.301,166.866,171.431,175.996,180.561,185.126,189.691,194.256,198.821,203.386,4.565
167,2,13.8008203,17.12847103,18.41877873,22.88053989,27.75597648,33.18281477,38.15572258,42.97260324,47.7894839,52.60636455,57.42324521,62.24012587,67.05700652,74.76401558,-1.2345,19.5045,0.13681,12.579,13.994,15.408,17.188,19.504,22.658,27.235,34.571,39.148,43.725,48.302,52.879,57.456,62.033,66.61,71.187,75.764,80.341,84.918,89.495,94.072,98.649,103.226,107.803,112.38,116.957,121.534,126.111,130.688,135.265,139.842,144.419,148.996,153.573,158.15,162.727,167.304,171.881,176.458,181.035,185.612,190.189,194.766,199.343,203.92,4.577
168,2,13.83186464,17.1781366,18.4746244,22.95417196,27.84218953,33.27124708,38.25490423,43.08546622,47.9160282,52.74659019,57.57715218,62.40771417,67.23827615,74.96717533,-1.2266,19.5647,0.137,12.604,14.026,15.448,17.238,19.565,22.731,27.321,34.66,39.25,43.84,48.43,53.02,57.61,62.2,66.79,71.38,75.97,80.56,85.15,89.74,94.33,98.92,103.51,108.1,112.69,117.28,121.87,126.46,131.05,135.64,140.23,144.82,149.41,154,158.59,163.18,167.77,172.36,176.95,181.54,186.13,190.72,195.31,199.9,204.49,4.59
169,2,13.86277246,17.22586905,18.52847006,23.02680404,27.92733156,33.35786862,38.35208588,43.19632919,48.04057251,52.88481583,57.72905915,62.57330246,67.41754578,75.16833509,-1.2186,19.624,0.13719,12.628,14.058,15.488,17.286,19.624,22.803,27.406,34.747,39.35,43.953,48.556,53.159,57.762,62.365,66.968,71.571,76.174,80.777,85.38,89.983,94.586,99.189,103.792,108.395,112.998,117.601,122.204,126.807,131.41,136.013,140.616,145.219,149.822,154.425,159.028,163.631,168.234,172.837,177.44,182.043,186.646,191.249,195.852,200.455,205.058,4.603
170,2,13.8928168,17.27353462,18.58178431,23.0983875,28.01054461,33.44330093,38.44748432,43.30435656,48.16122879,53.01810103,57.87497327,62.73184551,67.58871774,75.35971332,-1.2107,19.6824,0.13738,12.652,14.089,15.526,17.334,19.682,22.874,27.489,34.833,39.448,44.063,48.678,53.293,57.908,62.523,67.138,71.753,76.368,80.983,85.598,90.213,94.828,99.443,104.058,108.673,113.288,117.903,122.518,127.133,131.748,136.363,140.978,145.593,150.208,154.823,159.438,164.053,168.668,173.283,177.898,182.513,187.128,191.743,196.358,200.973,205.588,4.615
171,2,13.92186114,17.31926707,18.6341614,23.16797095,28.09154461,33.52430093,38.53788276,43.40738392,48.27688508,53.14638623,58.01588739,62.88538855,67.75488971,75.54609156,-1.2027,19.74,0.13756,12.675,14.119,15.564,17.38,19.74,22.943,27.57,34.914,39.541,44.168,48.795,53.422,58.049,62.676,67.303,71.93,76.557,81.184,85.811,90.438,95.065,99.692,104.319,108.946,113.573,118.2,122.827,127.454,132.081,136.708,141.335,145.962,150.589,155.216,159.843,164.47,169.097,173.724,178.351,182.978,187.605,192.232,196.859,201.486,206.113,4.627
172,2,13.95076896,17.36593264,18.68647564,23.23750579,28.17154461,33.60430093,38.626498,43.50757567,48.38865334,53.269731,58.15080867,63.03188634,67.91296401,75.72268828,-1.1947,19.7966,0.13774,12.697,14.149,15.601,17.427,19.797,23.012,27.65,34.994,39.632,44.27,48.908,53.546,58.184,62.822,67.46,72.098,76.736,81.374,86.012,90.65,95.288,99.926,104.564,109.202,113.84,118.478,123.116,127.754,132.392,137.03,141.668,146.306,150.944,155.582,160.22,164.858,169.496,174.134,178.772,183.41,188.048,192.686,197.324,201.962,206.6,4.638
173,2,13.97967678,17.4106651,18.73678988,23.304992,28.24847359,33.68049016,38.71033004,43.6019318,48.49353357,53.38513534,58.27673711,63.16833888,68.05994064,75.88650347,-1.1867,19.8523,0.13791,12.719,14.179,15.638,17.472,19.852,23.079,27.727,35.07,39.718,44.366,49.014,53.662,58.31,62.958,67.606,72.254,76.902,81.55,86.198,90.846,95.494,100.142,104.79,109.438,114.086,118.734,123.382,128.03,132.678,137.326,141.974,146.622,151.27,155.918,160.566,165.214,169.862,174.51,179.158,183.806,188.454,193.102,197.75,202.398,207.046,4.648
174,2,14.00672112,17.45439755,18.78663555,23.37152684,28.32533156,33.75586862,38.79394527,43.69712355,48.60030183,53.50348011,58.40665839,63.30983667,68.21301494,76.05810019,-1.1788,19.907,0.13808,12.74,14.207,15.674,17.516,19.907,23.145,27.804,35.145,39.804,44.463,49.122,53.781,58.44,63.099,67.758,72.417,77.076,81.735,86.394,91.053,95.712,100.371,105.03,109.689,114.348,119.007,123.666,128.325,132.984,137.643,142.302,146.961,151.62,156.279,160.938,165.597,170.256,174.915,179.574,184.233,188.892,193.551,198.21,202.869,207.528,4.659
175,2,14.03376546,17.49809656,18.8359498,23.43701305,28.40011851,33.82843631,38.87377731,43.78747969,48.70118207,53.61488445,58.52858682,63.4422892,68.35599158,76.21791539,-1.1708,19.9607,0.13825,12.761,14.235,15.709,17.56,19.961,23.21,27.879,35.217,39.886,44.555,49.224,53.893,58.562,63.231,67.9,72.569,77.238,81.907,86.576,91.245,95.914,100.583,105.252,109.921,114.59,119.259,123.928,128.597,133.266,137.935,142.604,147.273,151.942,156.611,161.28,165.949,170.618,175.287,179.956,184.625,189.294,193.963,198.632,203.301,207.97,4.669
176,2,14.0598098,17.54079557,18.88373261,23.50045064,28.47190546,33.89800399,38.94982614,43.87300021,48.79617428,53.71934835,58.64252242,63.56569648,68.48887055,76.36594906,-1.1629,20.0133,0.13841,12.781,14.262,15.743,17.603,20.013,23.273,27.951,35.286,39.964,44.642,49.32,53.998,58.676,63.354,68.032,72.71,77.388,82.066,86.744,91.422,96.1,100.778,105.456,110.134,114.812,119.49,124.168,128.846,133.524,138.202,142.88,147.558,152.236,156.914,161.592,166.27,170.948,175.626,180.304,184.982,189.66,194.338,199.016,203.694,208.372,4.678
177,2,14.08485414,17.58152803,18.93057828,23.56388823,28.54362139,33.96676091,39.02487497,43.95752073,48.89016649,53.82281225,58.75545801,63.68810377,68.62074953,76.51298274,-1.1549,20.0648,0.13858,12.8,14.288,15.776,17.644,20.065,23.336,28.023,35.354,40.041,44.728,49.415,54.102,58.789,63.476,68.163,72.85,77.537,82.224,86.911,91.598,96.285,100.972,105.659,110.346,115.033,119.72,124.407,129.094,133.781,138.468,143.155,147.842,152.529,157.216,161.903,166.59,171.277,175.964,180.651,185.338,190.025,194.712,199.399,204.086,208.773,4.687
178,2,14.10989848,17.62226048,18.9763611,23.6242772,28.61126631,34.03070706,39.0941406,44.03520564,48.97627068,53.91733572,58.85840076,63.7994658,68.74053084,76.6462349,-1.147,20.1152,0.13873,12.819,14.314,15.809,17.685,20.115,23.396,28.091,35.417,40.112,44.807,49.502,54.197,58.892,63.587,68.282,72.977,77.672,82.367,87.062,91.757,96.452,101.147,105.842,110.537,115.232,119.927,124.622,129.317,134.012,138.707,143.402,148.097,152.792,157.487,162.182,166.877,171.572,176.267,180.962,185.657,190.352,195.047,199.742,204.437,209.132,4.695
179,2,14.13294282,17.66199293,19.02114392,23.68466618,28.67884021,34.09384243,39.16240623,44.11189055,49.06137487,54.01085919,58.96034351,63.90982783,68.85931214,76.77848706,-1.139,20.1644,0.13889,12.836,14.338,15.841,17.725,20.164,23.456,28.159,35.479,40.182,44.885,49.588,54.291,58.994,63.697,68.4,73.103,77.806,82.509,87.212,91.915,96.618,101.321,106.024,110.727,115.43,120.133,124.836,129.539,134.242,138.945,143.648,148.351,153.054,157.757,162.46,167.163,171.866,176.569,181.272,185.975,190.678,195.381,200.084,204.787,209.49,4.703
180,2,14.15598716,17.70069195,19.06492674,23.74300652,28.74341411,34.15397781,39.22688866,44.18373984,49.14059103,54.09744222,59.05429341,64.0111446,68.96799579,76.89895769,-1.1311,20.2125,0.13904,12.853,14.362,15.871,17.764,20.212,23.514,28.224,35.538,40.248,44.958,49.668,54.378,59.088,63.798,68.508,73.218,77.928,82.638,87.348,92.058,96.768,101.478,106.188,110.898,115.608,120.318,125.028,129.738,134.448,139.158,143.868,148.578,153.288,157.998,162.708,167.418,172.128,176.838,181.548,186.258,190.968,195.678,200.388,205.098,209.808,4.71
181,2,14.17803151,17.7384244,19.10824098,23.79944412,28.80798802,34.21411318,39.29293749,44.25926037,49.22558325,54.19190613,59.158229,64.12455188,69.09087476,77.03699137,-1.1232,20.2595,0.1392,12.869,14.385,15.901,17.802,20.26,23.57,28.289,35.597,40.316,45.035,49.754,54.473,59.192,63.911,68.63,73.349,78.068,82.787,87.506,92.225,96.944,101.663,106.382,111.101,115.82,120.539,125.258,129.977,134.696,139.415,144.134,148.853,153.572,158.291,163.01,167.729,172.448,177.167,181.886,186.605,191.324,196.043,200.762,205.481,210.2,4.719
182,2,14.20007585,17.77515685,19.14949238,23.85473585,28.86841988,34.26862702,39.35063671,44.32327405,49.29591139,54.26854873,59.24118607,64.21382341,69.18646075,77.14268049,-1.1153,20.3053,0.13934,12.885,14.408,15.93,17.839,20.305,23.625,28.35,35.65,40.375,45.1,49.825,54.55,59.275,64,68.725,73.45,78.175,82.9,87.625,92.35,97.075,101.8,106.525,111.25,115.975,120.7,125.425,130.15,134.875,139.6,144.325,149.05,153.775,158.5,163.225,167.95,172.675,177.4,182.125,186.85,191.575,196.3,201.025,205.75,210.475,4.725
183,2,14.22025671,17.80992275,19.18980662,23.90907619,28.92885175,34.32314085,39.40911913,44.38912334,49.36912755,54.34913176,59.32913597,64.30914018,69.28914439,77.25715113,-1.1074,20.3499,0.13949,12.9,14.429,15.958,17.874,20.35,23.679,28.411,35.703,40.435,45.167,49.899,54.631,59.363,64.095,68.827,73.559,78.291,83.023,87.755,92.487,97.219,101.951,106.683,111.415,116.147,120.879,125.611,130.343,135.075,139.807,144.539,149.271,154.003,158.735,163.467,168.199,172.931,177.663,182.395,187.127,191.859,196.591,201.323,206.055,210.787,4.732
184,2,14.24030105,17.8446552,19.22905801,23.96136792,28.98621261,34.37384391,39.46281835,44.44913702,49.43545569,54.42177436,59.40809303,64.3944117,69.38073037,77.35884024,-1.0996,20.3934,0.13963,12.914,14.45,15.985,17.909,20.393,23.731,28.469,35.752,40.49,45.228,49.966,54.704,59.442,64.18,68.918,73.656,78.394,83.132,87.87,92.608,97.346,102.084,106.822,111.56,116.298,121.036,125.774,130.512,135.25,139.988,144.726,149.464,154.202,158.94,163.678,168.416,173.154,177.892,182.63,187.368,192.106,196.844,201.582,206.32,211.058,4.738
185,2,14.25848191,17.8784211,19.26784083,24.01261103,29.04157346,34.42254697,39.51373437,44.50531509,49.49689581,54.48847653,59.48005725,64.47163797,69.46321869,77.44974784,-1.0917,20.4357,0.13977,12.927,14.469,16.012,17.943,20.436,23.782,28.525,35.799,40.542,45.285,50.028,54.771,59.514,64.257,69,73.743,78.486,83.229,87.972,92.715,97.458,102.201,106.944,111.687,116.43,121.173,125.916,130.659,135.402,140.145,144.888,149.631,154.374,159.117,163.86,168.603,173.346,178.089,182.832,187.575,192.318,197.061,201.804,206.547,211.29,4.743
186,2,14.27666278,17.91115356,19.30509223,24.06285414,29.09586329,34.46943927,39.56265039,44.55949316,49.55633593,54.5531787,59.55002147,64.54686424,69.54370701,77.53865544,-1.0838,20.4769,0.13991,12.94,14.488,16.037,17.976,20.477,23.832,28.58,35.844,40.592,45.34,50.088,54.836,59.584,64.332,69.08,73.828,78.576,83.324,88.072,92.82,97.568,102.316,107.064,111.812,116.56,121.308,126.056,130.804,135.552,140.3,145.048,149.796,154.544,159.292,164.04,168.788,173.536,178.284,183.032,187.78,192.528,197.276,202.024,206.772,211.52,4.748
187,2,14.29470712,17.94291945,19.34134362,24.11114586,29.14908211,34.51452079,39.61034961,44.61350684,49.61666407,54.6198213,59.62297853,64.62613576,69.62929299,77.63434456,-1.076,20.517,0.14005,12.952,14.507,16.062,18.008,20.517,23.88,28.634,35.887,40.641,45.395,50.149,54.903,59.657,64.411,69.165,73.919,78.673,83.427,88.181,92.935,97.689,102.443,107.197,111.951,116.705,121.459,126.213,130.967,135.721,140.475,145.229,149.983,154.737,159.491,164.245,168.999,173.753,178.507,183.261,188.015,192.769,197.523,202.277,207.031,211.785,4.754
188,2,14.31088798,17.97365191,19.37659502,24.15829173,29.19837195,34.55641308,39.65269922,44.65901368,49.66532814,54.6716426,59.67795706,64.68427152,69.69058598,77.70068912,-1.0681,20.556,0.14018,12.963,14.524,16.085,18.039,20.556,23.927,28.684,35.927,40.684,45.441,50.198,54.955,59.712,64.469,69.226,73.983,78.74,83.497,88.254,93.011,97.768,102.525,107.282,112.039,116.796,121.553,126.31,131.067,135.824,140.581,145.338,150.095,154.852,159.609,164.366,169.123,173.88,178.637,183.394,188.151,192.908,197.665,202.422,207.179,211.936,4.757
189,2,14.32693232,18.0034178,19.41084641,24.20353483,29.24744874,34.59587306,39.69361524,44.70519175,49.71676826,54.72834477,59.73992128,64.75149779,69.7630743,77.78159672,-1.0603,20.5938,0.14031,12.973,14.541,16.108,18.069,20.594,23.972,28.734,35.964,40.726,45.488,50.25,55.012,59.774,64.536,69.298,74.06,78.822,83.584,88.346,93.108,97.87,102.632,107.394,112.156,116.918,121.68,126.442,131.204,135.966,140.728,145.49,150.252,155.014,159.776,164.538,169.3,174.062,178.824,183.586,188.348,193.11,197.872,202.634,207.396,212.158,4.762
190,2,14.34211319,18.0321837,19.44409781,24.2486807,29.29459654,34.63414381,39.73196485,44.74669859,49.76143233,54.77616607,59.79089981,64.80563355,69.82036729,77.84394128,-1.0525,20.6306,0.14044,12.983,14.557,16.13,18.098,20.631,24.017,28.782,36,40.765,45.53,50.295,55.06,59.825,64.59,69.355,74.12,78.885,83.65,88.415,93.18,97.945,102.71,107.475,112.24,117.005,121.77,126.535,131.3,136.065,140.83,145.595,150.36,155.125,159.89,164.655,169.42,174.185,178.95,183.715,188.48,193.245,198.01,202.775,207.54,212.305,4.765
191,2,14.35629405,18.0599496,19.47581778,24.29182656,29.33974434,34.67041456,39.76831446,44.78620543,49.8040964,54.82198737,59.83987834,64.85776931,69.87566028,77.90428583,-1.0447,20.6663,0.14057,12.992,14.572,16.151,18.126,20.666,24.06,28.828,36.034,40.802,45.57,50.338,55.106,59.874,64.642,69.41,74.178,78.946,83.714,88.482,93.25,98.018,102.786,107.554,112.322,117.09,121.858,126.626,131.394,136.162,140.93,145.698,150.466,155.234,160.002,164.77,169.538,174.306,179.074,183.842,188.61,193.378,198.146,202.914,207.682,212.45,4.768
192,2,14.36947491,18.08674894,19.50706917,24.33302105,29.38382113,34.70487454,39.80344727,44.82554788,49.8476485,54.86974911,59.89184972,64.91395033,69.93605094,77.97141191,-1.0368,20.7008,0.1407,13,14.586,16.172,18.153,20.701,24.101,28.873,36.066,40.838,45.61,50.382,55.154,59.926,64.698,69.47,74.242,79.014,83.786,88.558,93.33,98.102,102.874,107.646,112.418,117.19,121.962,126.734,131.506,136.278,141.05,145.822,150.594,155.366,160.138,164.91,169.682,174.454,179.226,183.998,188.77,193.542,198.314,203.086,207.858,212.63,4.772
193,2,14.38265578,18.11251484,19.53678914,24.37311829,29.4248269,34.73552375,39.83301368,44.85721911,49.88142454,54.90562997,59.9298354,64.95404083,69.97824626,78.01697495,-1.029,20.7344,0.14082,13.008,14.6,16.191,18.179,20.734,24.141,28.915,36.094,40.868,45.642,50.416,55.19,59.964,64.738,69.512,74.286,79.06,83.834,88.608,93.382,98.156,102.93,107.704,112.478,117.252,122.026,126.8,131.574,136.348,141.122,145.896,150.67,155.444,160.218,164.992,169.766,174.54,179.314,184.088,188.862,193.636,198.41,203.184,207.958,212.732,4.774
194,2,14.39483664,18.13828073,19.56650911,24.41221553,29.46483267,34.76517295,39.86158009,44.88789034,49.91420059,54.94051084,59.96682109,64.99313134,70.01944159,78.06153799,-1.0212,20.7668,0.14094,13.015,14.613,16.21,18.205,20.767,24.18,28.956,36.121,40.897,45.673,50.449,55.225,60.001,64.777,69.553,74.329,79.105,83.881,88.657,93.433,98.209,102.985,107.761,112.537,117.313,122.089,126.865,131.641,136.417,141.193,145.969,150.745,155.521,160.297,165.073,169.849,174.625,179.401,184.177,188.953,193.729,198.505,203.281,208.057,212.833,4.776
195,2,14.40615403,18.16208008,19.59422908,24.45031278,29.50376742,34.79301139,39.8881465,44.91656157,49.94497664,54.97339171,60.00180678,65.03022185,70.05863692,78.10410103,-1.0134,20.7982,0.14106,13.022,14.625,16.228,18.229,20.798,24.218,28.996,36.146,40.924,45.702,50.48,55.258,60.036,64.814,69.592,74.37,79.148,83.926,88.704,93.482,98.26,103.038,107.816,112.594,117.372,122.15,126.928,131.706,136.484,141.262,146.04,150.818,155.596,160.374,165.152,169.93,174.708,179.486,184.264,189.042,193.82,198.598,203.376,208.154,212.932,4.778
