,age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,distance_SBMI
39,39,1,-0.2887,15.5167,0.07988,11.342,12.307,13.273,14.338,15.517,16.823,18.274,19.891,21.342,22.793,24.244,25.695,27.146,28.597,30.048000000000002,31.499000000000002,32.95,34.401,35.852000000000004,37.303000000000004,38.754000000000005,40.205000000000005,41.656000000000006,43.107000000000006,44.55800000000001,46.00900000000001,47.46000000000001,48.91100000000001,50.36200000000001,51.81300000000001,53.26400000000001,54.71500000000001,56.16600000000001,57.61700000000001,59.06800000000001,60.51900000000001,61.97000000000001,63.421000000000014,64.87200000000001,66.32300000000001,67.77400000000002,69.22500000000002,70.67600000000002,72.12700000000001,73.57800000000002,1.4510000000000005
40,40,1,-0.2869,15.4914,0.0801,11.313,12.279,13.245,14.312,15.491,16.799,18.252,19.871,21.323999999999998,22.776999999999997,24.229999999999997,25.682999999999996,27.135999999999996,28.588999999999995,30.041999999999994,31.494999999999994,32.94799999999999,34.400999999999996,35.85399999999999,37.30699999999999,38.75999999999999,40.212999999999994,41.66599999999999,43.118999999999986,44.57199999999999,46.02499999999999,47.47799999999999,48.93099999999998,50.383999999999986,51.83699999999999,53.28999999999998,54.74299999999998,56.195999999999984,57.64899999999999,59.101999999999975,60.55499999999998,62.00799999999998,63.460999999999984,64.91399999999997,66.36699999999998,67.81999999999998,69.27299999999998,70.72599999999997,72.17899999999997,73.63199999999998,1.4529999999999994
41,41,1,-0.2878,15.4675,0.08033,11.286,12.253,13.219,14.287,15.468,16.777,18.233,19.856,21.312,22.768,24.224,25.68,27.136,28.592,30.048,31.503999999999998,32.959999999999994,34.416,35.872,37.327999999999996,38.78399999999999,40.239999999999995,41.696,43.151999999999994,44.60799999999999,46.06399999999999,47.519999999999996,48.97599999999999,50.43199999999999,51.88799999999999,53.34399999999999,54.79999999999999,56.25599999999999,57.71199999999999,59.167999999999985,60.62399999999999,62.07999999999999,63.53599999999999,64.99199999999999,66.44799999999998,67.904,69.35999999999999,70.81599999999997,72.27199999999999,73.72799999999998,1.4559999999999995
42,42,1,-0.2914,15.4445,0.08058,11.26,12.227,13.194,14.262,15.444,16.757,18.216,19.845,21.304,22.762999999999998,24.221999999999998,25.680999999999997,27.139999999999997,28.598999999999997,30.057999999999996,31.516999999999996,32.976,34.434999999999995,35.89399999999999,37.352999999999994,38.812,40.270999999999994,41.72999999999999,43.18899999999999,44.647999999999996,46.10699999999999,47.56599999999999,49.02499999999999,50.483999999999995,51.94299999999999,53.40199999999999,54.86099999999999,56.31999999999999,57.77899999999999,59.237999999999985,60.69699999999999,62.15599999999999,63.61499999999999,65.07399999999998,66.53299999999999,67.99199999999999,69.451,70.90999999999998,72.36899999999999,73.82799999999999,1.4589999999999996
43,43,1,-0.2972,15.4236,0.08084,11.236,12.203,13.171,14.239,15.424,16.739,18.203,19.838,21.302,22.766,24.229999999999997,25.693999999999996,27.157999999999994,28.621999999999993,30.08599999999999,31.54999999999999,33.01399999999999,34.47799999999999,35.941999999999986,37.405999999999985,38.86999999999998,40.33399999999998,41.79799999999998,43.26199999999998,44.72599999999998,46.189999999999976,47.653999999999975,49.117999999999974,50.58199999999997,52.04599999999997,53.50999999999997,54.97399999999997,56.43799999999997,57.901999999999965,59.365999999999964,60.82999999999996,62.29399999999996,63.75799999999996,65.22199999999995,66.68599999999995,68.14999999999995,69.61399999999995,71.07799999999995,72.54199999999994,74.00599999999994,1.4639999999999986
44,44,1,-0.3054,15.404,0.08111,11.215,12.181,13.148,14.218,15.404,16.723,18.192,19.835,21.304000000000002,22.773000000000003,24.242000000000004,25.711000000000006,27.180000000000007,28.649000000000008,30.11800000000001,31.58700000000001,33.05600000000001,34.52500000000001,35.994000000000014,37.463000000000015,38.932000000000016,40.40100000000002,41.87000000000002,43.33900000000002,44.80800000000002,46.27700000000002,47.74600000000002,49.215000000000025,50.684000000000026,52.15300000000003,53.62200000000003,55.09100000000003,56.56000000000003,58.02900000000003,59.49800000000003,60.967000000000034,62.436000000000035,63.90500000000004,65.37400000000004,66.84300000000005,68.31200000000004,69.78100000000003,71.25000000000004,72.71900000000005,74.18800000000005,1.4690000000000012
45,45,1,-0.316,15.3849,0.0814,11.193,12.16,13.127,14.197,15.385,16.707,18.184,19.836,21.313,22.79,24.267,25.744,27.221,28.698,30.175,31.652,33.129000000000005,34.606,36.083,37.56,39.037000000000006,40.514,41.991,43.468,44.94500000000001,46.422000000000004,47.899,49.376000000000005,50.85300000000001,52.330000000000005,53.807,55.284000000000006,56.76100000000001,58.23800000000001,59.715,61.19200000000001,62.66900000000001,64.14600000000002,65.623,67.10000000000001,68.57700000000001,70.054,71.531,73.00800000000001,74.48500000000001,1.4770000000000003
46,46,1,-0.3284,15.3675,0.0817,11.174,12.14,13.106,14.177,15.368,16.694,18.178,19.842,21.326,22.810000000000002,24.294000000000004,25.778000000000006,27.262000000000008,28.74600000000001,30.23000000000001,31.714000000000013,33.198000000000015,34.682000000000016,36.16600000000002,37.65000000000002,39.13400000000002,40.61800000000002,42.102000000000025,43.58600000000003,45.07000000000003,46.55400000000003,48.03800000000003,49.522000000000034,51.006000000000036,52.49000000000004,53.97400000000004,55.45800000000004,56.94200000000004,58.426000000000045,59.910000000000046,61.39400000000005,62.87800000000005,64.36200000000005,65.84600000000006,67.33000000000006,68.81400000000005,70.29800000000006,71.78200000000007,73.26600000000006,74.75000000000006,1.4840000000000018
47,47,1,-0.3429,15.351,0.08201,11.156,12.121,13.087,14.158,15.351,16.683,18.174,19.85,21.341,22.832,24.323,25.814,27.305,28.796,30.287,31.778,33.269,34.76,36.251,37.742,39.233,40.724,42.214999999999996,43.705999999999996,45.196999999999996,46.687999999999995,48.178999999999995,49.669999999999995,51.160999999999994,52.651999999999994,54.142999999999994,55.63399999999999,57.12499999999999,58.61599999999999,60.10699999999999,61.59799999999999,63.08899999999999,64.57999999999998,66.071,67.56199999999998,69.053,70.54399999999998,72.035,73.52599999999998,75.017,1.4909999999999997
48,48,1,-0.3598,15.3346,0.08234,11.139,12.103,13.067,14.139,15.335,16.671,18.172,19.862,21.363,22.864,24.365000000000002,25.866000000000003,27.367000000000004,28.868000000000006,30.369000000000007,31.870000000000008,33.37100000000001,34.872000000000014,36.37300000000001,37.87400000000001,39.375000000000014,40.87600000000002,42.37700000000002,43.878000000000014,45.37900000000002,46.880000000000024,48.38100000000002,49.88200000000002,51.383000000000024,52.88400000000003,54.38500000000002,55.886000000000024,57.38700000000003,58.888000000000034,60.389000000000024,61.89000000000003,63.391000000000034,64.89200000000004,66.39300000000003,67.89400000000003,69.39500000000004,70.89600000000004,72.39700000000003,73.89800000000004,75.39900000000004,1.5010000000000012
49,49,1,-0.3782,15.3196,0.08267,11.123,12.086,13.05,14.122,15.32,16.662,18.172,19.877,21.387,22.897000000000002,24.407000000000004,25.917000000000005,27.427000000000007,28.93700000000001,30.44700000000001,31.95700000000001,33.46700000000001,34.97700000000002,36.487000000000016,37.997000000000014,39.50700000000002,41.017000000000024,42.52700000000002,44.03700000000002,45.547000000000025,47.05700000000003,48.56700000000003,50.07700000000003,51.58700000000003,53.09700000000004,54.60700000000003,56.11700000000003,57.62700000000004,59.13700000000004,60.647000000000034,62.15700000000004,63.667000000000044,65.17700000000005,66.68700000000004,68.19700000000005,69.70700000000005,71.21700000000006,72.72700000000005,74.23700000000005,75.74700000000006,1.5100000000000016
50,50,1,-0.3984,15.3052,0.08302,11.108,12.07,13.032,14.105,15.305,16.653,18.174,19.895,21.416,22.937,24.458000000000002,25.979000000000003,27.500000000000004,29.021000000000004,30.542000000000005,32.063,33.584,35.105000000000004,36.626000000000005,38.147000000000006,39.668000000000006,41.18900000000001,42.71000000000001,44.23100000000001,45.75200000000001,47.27300000000001,48.79400000000001,50.31500000000001,51.83600000000001,53.35700000000001,54.878000000000014,56.399000000000015,57.920000000000016,59.44100000000002,60.96200000000002,62.48300000000002,64.00400000000002,65.52500000000002,67.04600000000002,68.56700000000002,70.08800000000002,71.60900000000002,73.13000000000002,74.65100000000002,76.17200000000003,1.5210000000000008
51,51,1,-0.4212,15.291,0.08338,11.094,12.055,13.015,14.088,15.291,16.646,18.177,19.917,21.448,22.979,24.509999999999998,26.040999999999997,27.571999999999996,29.102999999999994,30.633999999999993,32.16499999999999,33.69599999999999,35.22699999999999,36.75799999999999,38.28899999999999,39.819999999999986,41.350999999999985,42.881999999999984,44.41299999999998,45.94399999999998,47.47499999999998,49.00599999999998,50.53699999999998,52.06799999999998,53.598999999999975,55.129999999999974,56.66099999999997,58.19199999999997,59.72299999999997,61.25399999999997,62.78499999999997,64.31599999999997,65.84699999999997,67.37799999999996,68.90899999999996,70.43999999999997,71.97099999999996,73.50199999999995,75.03299999999996,76.56399999999996,1.5309999999999988
52,52,1,-0.4449,15.2779,0.08375,11.081,12.04,12.999,14.072,15.278,16.639,18.183,19.942,21.486,23.03,24.574,26.118000000000002,27.662000000000003,29.206000000000003,30.750000000000004,32.294000000000004,33.83800000000001,35.382000000000005,36.926,38.470000000000006,40.01400000000001,41.55800000000001,43.102000000000004,44.64600000000001,46.19000000000001,47.73400000000001,49.278000000000006,50.82200000000001,52.36600000000001,53.91000000000001,55.454000000000015,56.99800000000001,58.54200000000001,60.08600000000001,61.63000000000002,63.174000000000014,64.71800000000002,66.26200000000001,67.80600000000001,69.35000000000002,70.894,72.43800000000002,73.98200000000003,75.52600000000001,77.07000000000002,1.5440000000000005
53,53,1,-0.4702,15.2654,0.08412,11.07,12.027,12.983,14.057,15.265,16.633,18.19,19.97,21.527,23.084000000000003,24.641000000000005,26.198000000000008,27.75500000000001,29.312000000000012,30.869000000000014,32.426000000000016,33.98300000000002,35.54000000000002,37.09700000000002,38.654000000000025,40.21100000000003,41.76800000000003,43.32500000000003,44.88200000000003,46.439000000000036,47.99600000000004,49.55300000000004,51.11000000000004,52.667000000000044,54.224000000000046,55.78100000000005,57.33800000000005,58.89500000000005,60.452000000000055,62.00900000000006,63.56600000000006,65.12300000000006,66.68000000000006,68.23700000000007,69.79400000000007,71.35100000000007,72.90800000000007,74.46500000000007,76.02200000000008,77.57900000000008,1.5570000000000022
54,54,1,-0.4977,15.2532,0.08451,11.059,12.013,12.968,14.041,15.253,16.629,18.199,20.001,21.571,23.141000000000002,24.711000000000002,26.281000000000002,27.851000000000003,29.421000000000003,30.991000000000003,32.56100000000001,34.131,35.70100000000001,37.271,38.84100000000001,40.411,41.98100000000001,43.551,45.12100000000001,46.691,48.26100000000001,49.831,51.40100000000001,52.971000000000004,54.54100000000001,56.111000000000004,57.68100000000001,59.251000000000005,60.82100000000001,62.391000000000005,63.96100000000001,65.531,67.10100000000001,68.671,70.24100000000001,71.811,73.38100000000001,74.95100000000001,76.52100000000002,78.09100000000001,1.5700000000000003
55,55,1,-0.5255,15.2419,0.0849,11.049,12.001,12.954,14.027,15.242,16.625,18.209,20.035,21.619,23.203,24.787,26.371,27.955,29.538999999999998,31.122999999999998,32.706999999999994,34.291,35.875,37.458999999999996,39.04299999999999,40.626999999999995,42.211,43.794999999999995,45.37899999999999,46.962999999999994,48.547,50.13099999999999,51.71499999999999,53.29899999999999,54.882999999999996,56.466999999999985,58.05099999999999,59.63499999999999,61.218999999999994,62.80299999999998,64.38699999999999,65.97099999999999,67.55499999999999,69.13899999999998,70.72299999999998,72.30699999999999,73.89099999999999,75.47499999999998,77.05899999999998,78.64299999999999,1.5839999999999996
56,56,1,-0.5544,15.2311,0.08529,11.039,11.99,12.94,14.013,15.231,16.622,18.22,20.071,21.669,23.267,24.865,26.462999999999997,28.060999999999996,29.658999999999995,31.256999999999994,32.85499999999999,34.45299999999999,36.05099999999999,37.64899999999999,39.246999999999986,40.844999999999985,42.442999999999984,44.04099999999998,45.63899999999998,47.23699999999998,48.83499999999998,50.43299999999998,52.03099999999998,53.62899999999998,55.226999999999975,56.824999999999974,58.42299999999997,60.02099999999997,61.61899999999997,63.21699999999997,64.81499999999997,66.41299999999997,68.01099999999997,69.60899999999997,71.20699999999997,72.80499999999996,74.40299999999996,76.00099999999996,77.59899999999996,79.19699999999996,1.597999999999999
57,57,1,-0.5855,15.2204,0.0857,11.031,11.979,12.927,13.999,15.22,16.619,18.233,20.111,21.725,23.339000000000002,24.953000000000003,26.567000000000004,28.181000000000004,29.795000000000005,31.409000000000006,33.02300000000001,34.63700000000001,36.251000000000005,37.86500000000001,39.47900000000001,41.09300000000001,42.70700000000001,44.32100000000001,45.93500000000002,47.549000000000014,49.16300000000001,50.777000000000015,52.39100000000002,54.005000000000024,55.619000000000014,57.23300000000002,58.84700000000002,60.46100000000003,62.07500000000002,63.68900000000002,65.30300000000003,66.91700000000003,68.53100000000002,70.14500000000002,71.75900000000003,73.37300000000003,74.98700000000002,76.60100000000003,78.21500000000003,79.82900000000004,1.6140000000000008
58,58,1,-0.6166,15.2108,0.0861,11.024,11.969,12.914,13.987,15.211,16.618,18.248,20.153,21.783,23.413000000000004,25.043000000000006,26.67300000000001,28.30300000000001,29.933000000000014,31.563000000000017,33.19300000000002,34.82300000000002,36.453000000000024,38.08300000000003,39.71300000000003,41.34300000000003,42.973000000000035,44.60300000000004,46.23300000000004,47.86300000000004,49.493000000000045,51.12300000000005,52.75300000000005,54.38300000000005,56.013000000000055,57.64300000000006,59.27300000000006,60.90300000000006,62.533000000000065,64.16300000000007,65.79300000000006,67.42300000000007,69.05300000000008,70.68300000000008,72.31300000000007,73.94300000000008,75.57300000000009,77.20300000000009,78.83300000000008,80.4630000000001,1.6300000000000026
59,59,1,-0.6499,15.2014,0.08652,11.017,11.96,12.902,13.974,15.201,16.617,18.264,20.2,21.846999999999998,23.493999999999996,25.140999999999995,26.787999999999993,28.43499999999999,30.08199999999999,31.72899999999999,33.37599999999999,35.02299999999998,36.66999999999999,38.31699999999998,39.963999999999984,41.610999999999976,43.25799999999998,44.90499999999997,46.55199999999998,48.19899999999997,49.845999999999975,51.49299999999997,53.13999999999997,54.78699999999996,56.43399999999997,58.08099999999996,59.727999999999966,61.37499999999996,63.02199999999996,64.66899999999995,66.31599999999996,67.96299999999995,69.60999999999996,71.25699999999995,72.90399999999995,74.55099999999995,76.19799999999995,77.84499999999994,79.49199999999995,81.13899999999994,1.6469999999999985
60,60,1,-0.6833,15.193,0.08693,11.011,11.951,12.891,13.963,15.193,16.617,18.282,20.248,21.913,23.578,25.243,26.907999999999998,28.572999999999997,30.237999999999996,31.902999999999995,33.568,35.23299999999999,36.897999999999996,38.56299999999999,40.227999999999994,41.89299999999999,43.55799999999999,45.222999999999985,46.88799999999999,48.55299999999998,50.21799999999999,51.88299999999998,53.54799999999999,55.21299999999998,56.877999999999986,58.54299999999998,60.207999999999984,61.872999999999976,63.53799999999998,65.20299999999997,66.86799999999998,68.53299999999997,70.19799999999998,71.86299999999997,73.52799999999998,75.19299999999997,76.85799999999998,78.52299999999997,80.18799999999997,81.85299999999997,1.6649999999999991
