,age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,distance_SBMI
106,106,1,-1.6076,15.9925,0.09951,11.608,12.532,13.456,14.582,15.992,17.824,20.327,24.018,26.521,29.024,31.527,34.03,36.533,39.036,41.539,44.042,46.545,49.048,51.551,54.054,56.557,59.06,61.563,64.066,66.569,69.072,71.575,74.078,76.581,79.084,81.587,84.09,86.593,89.096,91.599,94.102,96.605,99.108,101.611,104.114,106.617,109.12,111.623,114.126,116.629,2.503
107,107,1,-1.6199,16.0205,0.09994,11.621,12.547,13.473,14.603,16.02,17.866,20.397,24.151,26.682,29.212999999999997,31.743999999999996,34.27499999999999,36.806,39.33699999999999,41.867999999999995,44.39899999999999,46.92999999999999,49.460999999999984,51.99199999999999,54.52299999999998,57.05399999999999,59.58499999999998,62.115999999999985,64.64699999999998,67.17799999999998,69.70899999999997,72.23999999999998,74.77099999999997,77.30199999999998,79.83299999999997,82.36399999999998,84.89499999999997,87.42599999999997,89.95699999999997,92.48799999999996,95.01899999999996,97.54999999999997,100.08099999999996,102.61199999999995,105.14299999999996,107.67399999999996,110.20499999999996,112.73599999999995,115.26699999999995,117.79799999999996,2.530999999999999
108,108,1,-1.6318,16.049,0.10038,11.634,12.562,13.491,14.624,16.049,17.908,20.468,24.288,26.848,29.407999999999998,31.967999999999996,34.52799999999999,37.087999999999994,39.647999999999996,42.20799999999999,44.76799999999999,47.32799999999999,49.88799999999999,52.447999999999986,55.00799999999998,57.567999999999984,60.127999999999986,62.687999999999974,65.24799999999998,67.80799999999998,70.36799999999998,72.92799999999997,75.48799999999997,78.04799999999997,80.60799999999998,83.16799999999996,85.72799999999997,88.28799999999997,90.84799999999997,93.40799999999996,95.96799999999996,98.52799999999996,101.08799999999995,103.64799999999995,106.20799999999996,108.76799999999996,111.32799999999996,113.88799999999995,116.44799999999995,119.00799999999995,2.5599999999999987
109,109,1,-1.6433,16.0781,0.10082,11.647,12.578,13.508,14.646,16.078,17.952,20.54,24.426,27.013999999999996,29.601999999999993,32.18999999999999,34.77799999999999,37.365999999999985,39.95399999999998,42.54199999999998,45.12999999999998,47.717999999999975,50.30599999999997,52.89399999999997,55.48199999999997,58.069999999999965,60.65799999999996,63.24599999999997,65.83399999999996,68.42199999999995,71.00999999999995,73.59799999999996,76.18599999999995,78.77399999999994,81.36199999999994,83.94999999999995,86.53799999999994,89.12599999999993,91.71399999999993,94.30199999999994,96.88999999999993,99.47799999999992,102.06599999999993,104.65399999999993,107.24199999999992,109.82999999999991,112.4179999999999,115.00599999999991,117.59399999999991,120.1819999999999,2.5879999999999974
110,110,1,-1.6544,16.1078,0.10126,11.661,12.594,13.526,14.668,16.108,17.996,20.613,24.567,27.184,29.801000000000002,32.418000000000006,35.035000000000004,37.652,40.269000000000005,42.88600000000001,45.50300000000001,48.120000000000005,50.73700000000001,53.35400000000001,55.97100000000001,58.588000000000015,61.20500000000001,63.82200000000001,66.43900000000002,69.05600000000001,71.67300000000002,74.29000000000002,76.90700000000001,79.52400000000003,82.14100000000002,84.75800000000001,87.37500000000003,89.99200000000002,92.60900000000004,95.22600000000003,97.84300000000002,100.46000000000004,103.07700000000003,105.69400000000002,108.31100000000004,110.92800000000003,113.54500000000004,116.16200000000003,118.77900000000002,121.39600000000004,2.617000000000001
111,111,1,-1.6651,16.1381,0.1017,11.675,12.61,13.545,14.691,16.138,18.04,20.687,24.709,27.356,30.003000000000004,32.650000000000006,35.29700000000001,37.94400000000001,40.59100000000001,43.238000000000014,45.88500000000002,48.53200000000002,51.179000000000016,53.82600000000002,56.47300000000003,59.12000000000003,61.767000000000024,64.41400000000003,67.06100000000004,69.70800000000004,72.35500000000003,75.00200000000004,77.64900000000004,80.29600000000005,82.94300000000004,85.59000000000005,88.23700000000005,90.88400000000006,93.53100000000006,96.17800000000005,98.82500000000006,101.47200000000007,104.11900000000006,106.76600000000006,109.41300000000007,112.06000000000007,114.70700000000008,117.35400000000007,120.00100000000008,122.64800000000008,2.647000000000002
112,112,1,-1.6753,16.1692,0.10214,11.689,12.626,13.564,14.714,16.169,18.086,20.763,24.854,27.531000000000002,30.208000000000006,32.885000000000005,35.56200000000001,38.23900000000002,40.91600000000002,43.59300000000002,46.270000000000024,48.94700000000003,51.62400000000003,54.30100000000003,56.97800000000004,59.655000000000044,62.33200000000004,65.00900000000004,67.68600000000005,70.36300000000006,73.04000000000005,75.71700000000006,78.39400000000006,81.07100000000007,83.74800000000008,86.42500000000007,89.10200000000007,91.77900000000008,94.45600000000009,97.13300000000008,99.81000000000009,102.4870000000001,105.16400000000009,107.8410000000001,110.5180000000001,113.1950000000001,115.87200000000011,118.5490000000001,121.22600000000011,123.90300000000012,2.677000000000003
113,113,1,-1.6851,16.2009,0.10259,11.703,12.643,13.583,14.738,16.201,18.132,20.839,25.001,27.708,30.414999999999996,33.12199999999999,35.82899999999999,38.53599999999999,41.24299999999998,43.94999999999998,46.65699999999998,49.363999999999976,52.07099999999997,54.77799999999997,57.48499999999997,60.191999999999965,62.89899999999996,65.60599999999997,68.31299999999996,71.01999999999995,73.72699999999995,76.43399999999995,79.14099999999995,81.84799999999994,84.55499999999994,87.26199999999994,89.96899999999994,92.67599999999993,95.38299999999992,98.08999999999993,100.79699999999993,103.50399999999992,106.21099999999993,108.91799999999992,111.62499999999991,114.33199999999991,117.0389999999999,119.74599999999991,122.4529999999999,125.1599999999999,2.706999999999997
114,114,1,-1.6944,16.2333,0.10303,11.718,12.661,13.603,14.763,16.233,18.179,20.916,25.149,27.886000000000003,30.623000000000005,33.36000000000001,36.09700000000001,38.83400000000001,41.57100000000001,44.308000000000014,47.045000000000016,49.78200000000002,52.51900000000002,55.25600000000002,57.99300000000002,60.730000000000025,63.46700000000003,66.20400000000004,68.94100000000003,71.67800000000003,74.41500000000003,77.15200000000004,79.88900000000004,82.62600000000003,85.36300000000004,88.10000000000005,90.83700000000005,93.57400000000004,96.31100000000005,99.04800000000006,101.78500000000005,104.52200000000005,107.25900000000006,109.99600000000007,112.73300000000006,115.47000000000006,118.20700000000006,120.94400000000007,123.68100000000007,126.41800000000006,2.737000000000002
115,115,1,-1.7032,16.2665,0.10347,11.733,12.679,13.624,14.788,16.266,18.227,20.994,25.299,28.066,30.833,33.599999999999994,36.367,39.134,41.900999999999996,44.66799999999999,47.434999999999995,50.202,52.968999999999994,55.73599999999999,58.50299999999999,61.26999999999999,64.03699999999999,66.804,69.571,72.338,75.10499999999999,77.87199999999999,80.63899999999998,83.40599999999998,86.17299999999999,88.94,91.707,94.47399999999999,97.24099999999999,100.00799999999998,102.77499999999998,105.54199999999997,108.309,111.076,113.84299999999999,116.60999999999999,119.37699999999998,122.14399999999998,124.91099999999997,127.67799999999997,2.7669999999999995
116,116,1,-1.7116,16.3004,0.10391,11.749,12.697,13.645,14.814,16.3,18.276,21.074,25.451,28.249000000000002,31.047000000000004,33.845000000000006,36.64300000000001,39.44100000000001,42.23900000000001,45.03700000000001,47.835000000000015,50.63300000000002,53.43100000000002,56.22900000000002,59.02700000000002,61.825000000000024,64.62300000000002,67.42100000000002,70.21900000000002,73.01700000000002,75.81500000000003,78.61300000000003,81.41100000000003,84.20900000000003,87.00700000000003,89.80500000000004,92.60300000000004,95.40100000000004,98.19900000000004,100.99700000000004,103.79500000000004,106.59300000000005,109.39100000000005,112.18900000000005,114.98700000000005,117.78500000000005,120.58300000000006,123.38100000000006,126.17900000000006,128.97700000000006,2.798000000000002
117,117,1,-1.7196,16.3351,0.10435,11.765,12.716,13.667,14.84,16.335,18.326,21.154,25.605,28.433,31.261,34.089,36.917,39.745,42.57299999999999,45.400999999999996,48.229,51.056999999999995,53.88499999999999,56.712999999999994,59.541,62.369,65.19699999999999,68.02499999999999,70.853,73.681,76.50899999999999,79.33699999999999,82.16499999999999,84.993,87.82099999999998,90.64899999999999,93.47699999999999,96.30499999999999,99.133,101.96099999999998,104.78899999999999,107.61699999999999,110.44499999999998,113.27299999999998,116.10099999999998,118.92899999999999,121.75699999999999,124.58499999999998,127.41299999999998,130.24099999999999,2.8279999999999994
118,118,1,-1.7271,16.3704,0.10478,11.781,12.735,13.689,14.867,16.37,18.376,21.234,25.758,28.616,31.474,34.332,37.19,40.048,42.906000000000006,45.764,48.622,51.480000000000004,54.33800000000001,57.196000000000005,60.054,62.912000000000006,65.77000000000001,68.628,71.486,74.34400000000001,77.20200000000001,80.06,82.918,85.77600000000001,88.63400000000001,91.492,94.35000000000001,97.20800000000001,100.06600000000002,102.924,105.78200000000001,108.64000000000001,111.498,114.35600000000001,117.21400000000001,120.07200000000002,122.93000000000002,125.78800000000001,128.64600000000002,131.50400000000002,2.8580000000000005
119,119,1,-1.7341,16.4065,0.10522,11.798,12.755,13.712,14.895,16.406,18.428,21.317,25.915,28.804,31.692999999999998,34.581999999999994,37.471,40.36,43.248999999999995,46.13799999999999,49.026999999999994,51.916,54.80499999999999,57.69399999999999,60.58299999999999,63.47199999999999,66.36099999999999,69.25,72.13899999999998,75.02799999999999,77.91699999999999,80.80599999999998,83.695,86.58399999999997,89.47299999999998,92.362,95.25099999999998,98.13999999999999,101.02899999999997,103.91799999999998,106.80699999999999,109.69599999999997,112.58499999999998,115.47399999999999,118.36299999999997,121.25199999999998,124.14099999999996,127.02999999999997,129.91899999999998,132.80799999999996,2.8889999999999993
120,120,1,-1.7407,16.4433,0.10566,11.815,12.775,13.735,14.923,16.443,18.48,21.4,26.073,28.993,31.912999999999997,34.833,37.75299999999999,40.67299999999999,43.59299999999999,46.51299999999999,49.432999999999986,52.35299999999998,55.27299999999998,58.19299999999998,61.11299999999998,64.03299999999999,66.95299999999997,69.87299999999996,72.79299999999998,75.71299999999997,78.63299999999997,81.55299999999997,84.47299999999996,87.39299999999997,90.31299999999996,93.23299999999995,96.15299999999996,99.07299999999995,101.99299999999997,104.91299999999995,107.83299999999994,110.75299999999996,113.67299999999994,116.59299999999993,119.51299999999995,122.43299999999994,125.35299999999995,128.27299999999994,131.19299999999993,134.11299999999994,2.919999999999998
121,121,1,-1.7468,16.4807,0.10609,11.832,12.796,13.759,14.952,16.481,18.532,21.483,26.231,29.182000000000002,32.133,35.084,38.035000000000004,40.986000000000004,43.937000000000005,46.888000000000005,49.839000000000006,52.790000000000006,55.74100000000001,58.69200000000001,61.64300000000001,64.59400000000001,67.54500000000002,70.49600000000001,73.447,76.39800000000001,79.34900000000002,82.30000000000001,85.251,88.20200000000001,91.15300000000002,94.10400000000001,97.055,100.006,102.95700000000002,105.90800000000002,108.85900000000001,111.81,114.76100000000002,117.71200000000002,120.66300000000001,123.614,126.56500000000003,129.51600000000002,132.467,135.418,2.9510000000000005
122,122,1,-1.7525,16.5189,0.10652,11.85,12.817,13.784,14.982,16.519,18.586,21.568,26.391,29.373,32.355000000000004,35.337,38.31900000000001,41.301000000000016,44.283000000000015,47.265000000000015,50.24700000000002,53.22900000000003,56.21100000000003,59.19300000000003,62.17500000000003,65.15700000000004,68.13900000000004,71.12100000000004,74.10300000000004,77.08500000000004,80.06700000000005,83.04900000000006,86.03100000000006,89.01300000000006,91.99500000000006,94.97700000000006,97.95900000000006,100.94100000000006,103.92300000000006,106.90500000000009,109.88700000000009,112.86900000000009,115.85100000000008,118.83300000000008,121.81500000000008,124.79700000000008,127.77900000000008,130.7610000000001,133.7430000000001,136.7250000000001,2.982000000000003
123,123,1,-1.7578,16.5578,0.10695,11.868,12.838,13.808,15.012,16.558,18.64,21.653,26.552,29.564999999999998,32.577999999999996,35.590999999999994,38.60399999999999,41.61699999999999,44.62999999999999,47.64299999999999,50.655999999999985,53.66899999999998,56.68199999999998,59.69499999999998,62.70799999999998,65.72099999999998,68.73399999999998,71.74699999999997,74.75999999999996,77.77299999999997,80.78599999999997,83.79899999999996,86.81199999999995,89.82499999999996,92.83799999999997,95.85099999999994,98.86399999999995,101.87699999999995,104.88999999999996,107.90299999999993,110.91599999999994,113.92899999999995,116.94199999999995,119.95499999999993,122.96799999999993,125.98099999999994,128.99399999999994,132.00699999999992,135.01999999999992,138.03299999999993,3.012999999999998
124,124,1,-1.7626,16.5974,0.10738,11.886,12.86,13.834,15.043,16.597,18.696,21.739,26.714,29.756999999999998,32.8,35.842999999999996,38.885999999999996,41.928999999999995,44.971999999999994,48.01499999999999,51.05799999999999,54.10099999999999,57.14399999999999,60.18699999999999,63.22999999999999,66.273,69.31599999999999,72.35899999999998,75.40199999999999,78.445,81.48799999999999,84.53099999999998,87.57399999999998,90.61699999999999,93.65999999999998,96.70299999999997,99.74599999999998,102.78899999999999,105.83199999999998,108.87499999999997,111.91799999999998,114.96099999999998,118.00399999999998,121.04699999999997,124.08999999999997,127.13299999999998,130.176,133.21899999999997,136.26199999999997,139.30499999999998,3.0429999999999993
125,125,1,-1.767,16.6376,0.1078,11.905,12.882,13.86,15.074,16.638,18.751,21.826,26.875,29.95,33.025,36.099999999999994,39.175,42.25,45.324999999999996,48.39999999999999,51.474999999999994,54.55,57.62499999999999,60.69999999999999,63.77499999999999,66.85,69.92499999999998,72.99999999999999,76.07499999999999,79.14999999999999,82.225,85.29999999999998,88.37499999999999,91.44999999999999,94.52499999999998,97.59999999999998,100.67499999999998,103.74999999999999,106.82499999999999,109.89999999999998,112.97499999999998,116.04999999999998,119.12499999999997,122.19999999999997,125.27499999999998,128.34999999999997,131.42499999999998,134.49999999999997,137.575,140.64999999999998,3.0749999999999993
126,126,1,-1.771,16.6786,0.10823,11.924,12.905,13.886,15.106,16.679,18.808,21.914,27.04,30.146,33.252,36.358000000000004,39.464000000000006,42.57000000000001,45.67600000000001,48.78200000000001,51.88800000000001,54.994000000000014,58.100000000000016,61.20600000000002,64.31200000000001,67.41800000000002,70.52400000000003,73.63000000000002,76.73600000000002,79.84200000000003,82.94800000000004,86.05400000000003,89.16000000000003,92.26600000000002,95.37200000000004,98.47800000000004,101.58400000000003,104.69000000000003,107.79600000000005,110.90200000000004,114.00800000000004,117.11400000000003,120.22000000000006,123.32600000000005,126.43200000000004,129.53800000000004,132.64400000000006,135.75000000000006,138.85600000000005,141.96200000000005,3.1060000000000016
127,127,1,-1.7745,16.7203,0.10865,11.943,12.928,13.913,15.139,16.72,18.865,22.002,27.204,30.341,33.478,36.615,39.752,42.889,46.026,49.163000000000004,52.300000000000004,55.437000000000005,58.574000000000005,61.711000000000006,64.84800000000001,67.98500000000001,71.12200000000001,74.25900000000001,77.39600000000002,80.53300000000002,83.67000000000002,86.80700000000002,89.94400000000002,93.08100000000002,96.21800000000002,99.35500000000002,102.49200000000002,105.62900000000002,108.76600000000002,111.90300000000002,115.04000000000002,118.17700000000002,121.31400000000002,124.45100000000002,127.58800000000002,130.72500000000002,133.86200000000002,136.99900000000002,140.13600000000002,143.27300000000002,3.1370000000000005
128,128,1,-1.7777,16.7628,0.10906,11.964,12.952,13.941,15.172,16.763,18.923,22.09,27.367,30.534000000000002,33.70100000000001,36.86800000000001,40.03500000000001,43.20200000000001,46.369000000000014,49.536000000000016,52.70300000000002,55.87000000000002,59.03700000000002,62.20400000000002,65.37100000000002,68.53800000000003,71.70500000000003,74.87200000000003,78.03900000000003,81.20600000000003,84.37300000000003,87.54000000000003,90.70700000000004,93.87400000000004,97.04100000000004,100.20800000000004,103.37500000000004,106.54200000000004,109.70900000000005,112.87600000000005,116.04300000000005,119.21000000000005,122.37700000000005,125.54400000000005,128.71100000000004,131.87800000000004,135.04500000000004,138.21200000000005,141.37900000000005,144.54600000000005,3.1670000000000016
129,129,1,-1.7804,16.8059,0.10948,11.984,12.976,13.969,15.206,16.806,18.982,22.18,27.533,30.731,33.929,37.127,40.325,43.523,46.721000000000004,49.919000000000004,53.117000000000004,56.315000000000005,59.513000000000005,62.711000000000006,65.909,69.107,72.305,75.50300000000001,78.70100000000001,81.899,85.09700000000001,88.29500000000002,91.49300000000001,94.69100000000002,97.88900000000001,101.087,104.28500000000001,107.48300000000002,110.68100000000001,113.879,117.07700000000001,120.27500000000002,123.47300000000001,126.671,129.86900000000003,133.067,136.26500000000001,139.46300000000002,142.661,145.85900000000004,3.1980000000000004
130,130,1,-1.7828,16.8497,0.10989,12.004,13.001,13.998,15.241,16.85,19.042,22.271,27.698,30.927,34.156,37.385,40.614,43.842999999999996,47.071999999999996,50.300999999999995,53.529999999999994,56.75899999999999,59.98799999999999,63.21699999999999,66.446,69.67499999999998,72.904,76.13299999999998,79.362,82.59099999999998,85.82,89.04899999999998,92.27799999999999,95.50699999999998,98.73599999999999,101.96499999999997,105.19399999999999,108.42299999999997,111.65199999999999,114.88099999999997,118.10999999999999,121.33899999999997,124.56799999999998,127.79699999999997,131.02599999999998,134.25499999999997,137.48399999999998,140.71299999999997,143.94199999999998,147.17099999999996,3.228999999999999
131,131,1,-1.7847,16.8941,0.1103,12.025,13.026,14.027,15.276,16.894,19.102,22.362,27.863,31.122999999999998,34.382999999999996,37.642999999999994,40.90299999999999,44.16299999999999,47.42299999999999,50.682999999999986,53.942999999999984,57.20299999999998,60.46299999999998,63.72299999999998,66.98299999999998,70.24299999999997,73.50299999999997,76.76299999999998,80.02299999999997,83.28299999999996,86.54299999999996,89.80299999999997,93.06299999999996,96.32299999999995,99.58299999999996,102.84299999999996,106.10299999999995,109.36299999999994,112.62299999999995,115.88299999999995,119.14299999999994,122.40299999999993,125.66299999999994,128.92299999999994,132.18299999999994,135.44299999999993,138.70299999999992,141.96299999999994,145.22299999999993,148.48299999999992,3.259999999999998
132,132,1,-1.7862,16.9392,0.1107,12.046,13.051,14.056,15.312,16.939,19.163,22.452,28.027,31.316000000000003,34.605000000000004,37.894000000000005,41.18300000000001,44.47200000000001,47.76100000000001,51.05000000000001,54.33900000000001,57.628000000000014,60.917000000000016,64.20600000000002,67.49500000000002,70.78400000000002,74.07300000000002,77.36200000000002,80.65100000000002,83.94000000000003,87.22900000000003,90.51800000000003,93.80700000000003,97.09600000000003,100.38500000000003,103.67400000000004,106.96300000000004,110.25200000000004,113.54100000000004,116.83000000000004,120.11900000000004,123.40800000000004,126.69700000000005,129.98600000000005,133.27500000000003,136.56400000000005,139.85300000000007,143.14200000000005,146.43100000000004,149.72000000000006,3.2890000000000015
133,133,1,-1.7873,16.985,0.1111,12.068,13.077,14.087,15.348,16.985,19.224,22.544,28.192,31.512,34.832,38.152,41.472,44.792,48.112,51.432,54.752,58.072,61.392,64.712,68.03200000000001,71.352,74.672,77.992,81.31200000000001,84.632,87.952,91.272,94.59200000000001,97.912,101.232,104.55200000000002,107.87200000000001,111.19200000000001,114.512,117.83200000000002,121.15200000000002,124.47200000000001,127.792,131.11200000000002,134.43200000000002,137.752,141.072,144.39200000000002,147.71200000000002,151.032,3.3200000000000003
134,134,1,-1.7881,17.0314,0.1115,12.09,13.103,14.117,15.385,17.031,19.287,22.637,28.357,31.707,35.057,38.407000000000004,41.757000000000005,45.107000000000006,48.45700000000001,51.80700000000001,55.15700000000001,58.50700000000001,61.85700000000001,65.20700000000002,68.55700000000002,71.90700000000001,75.25700000000002,78.60700000000003,81.95700000000002,85.30700000000002,88.65700000000002,92.00700000000003,95.35700000000003,98.70700000000002,102.05700000000003,105.40700000000004,108.75700000000003,112.10700000000003,115.45700000000004,118.80700000000004,122.15700000000004,125.50700000000003,128.85700000000003,132.20700000000005,135.55700000000004,138.90700000000004,142.25700000000006,145.60700000000006,148.95700000000005,152.30700000000004,3.3500000000000014
135,135,1,-1.7884,17.0784,0.11189,12.112,13.13,14.148,15.422,17.078,19.349,22.729,28.52,31.9,35.28,38.66,42.03999999999999,45.419999999999995,48.8,52.17999999999999,55.55999999999999,58.93999999999999,62.31999999999999,65.69999999999999,69.07999999999998,72.45999999999998,75.83999999999999,79.21999999999998,82.59999999999998,85.97999999999998,89.35999999999999,92.73999999999998,96.11999999999998,99.49999999999997,102.87999999999998,106.25999999999998,109.63999999999997,113.01999999999997,116.39999999999996,119.77999999999997,123.15999999999997,126.53999999999996,129.92,133.29999999999998,136.67999999999998,140.05999999999997,143.43999999999997,146.81999999999996,150.19999999999996,153.57999999999996,3.379999999999999
136,136,1,-1.7884,17.1262,0.11228,12.134,13.157,14.18,15.461,17.126,19.413,22.822,28.684,32.093,35.501999999999995,38.911,42.31999999999999,45.729,49.13799999999999,52.547,55.95599999999999,59.364999999999995,62.77399999999999,66.18299999999999,69.59199999999998,73.00099999999999,76.40999999999998,79.81899999999999,83.22799999999998,86.63699999999999,90.04599999999998,93.45499999999998,96.86399999999998,100.27299999999997,103.68199999999997,107.09099999999998,110.49999999999997,113.90899999999996,117.31799999999997,120.72699999999998,124.13599999999997,127.54499999999996,130.95399999999998,134.36299999999997,137.77199999999996,141.18099999999995,144.58999999999997,147.99899999999997,151.40799999999996,154.81699999999995,3.408999999999999
137,137,1,-1.788,17.1746,0.11266,12.157,13.185,14.212,15.499,17.175,19.477,22.915,28.846,32.284,35.721999999999994,39.16,42.598,46.035999999999994,49.47399999999999,52.91199999999999,56.349999999999994,59.78799999999999,63.225999999999985,66.66399999999999,70.10199999999999,73.53999999999999,76.97799999999998,80.41599999999998,83.85399999999998,87.29199999999999,90.72999999999998,94.16799999999998,97.60599999999998,101.04399999999998,104.48199999999997,107.91999999999997,111.35799999999998,114.79599999999998,118.23399999999998,121.67199999999997,125.10999999999997,128.54799999999997,131.98599999999996,135.42399999999995,138.86199999999997,142.29999999999995,145.73799999999997,149.17599999999996,152.61399999999995,156.05199999999996,3.437999999999999
138,138,1,-1.7873,17.2236,0.11304,12.181,13.213,14.245,15.539,17.224,19.542,23.009,29.008,32.474999999999994,35.94199999999999,39.40899999999999,42.87599999999999,46.34299999999999,49.80999999999999,53.27699999999999,56.743999999999986,60.210999999999984,63.67799999999998,67.14499999999998,70.61199999999998,74.07899999999998,77.54599999999998,81.01299999999998,84.47999999999998,87.94699999999997,91.41399999999997,94.88099999999997,98.34799999999997,101.81499999999997,105.28199999999997,108.74899999999997,112.21599999999997,115.68299999999996,119.14999999999996,122.61699999999996,126.08399999999996,129.55099999999996,133.01799999999997,136.48499999999996,139.95199999999997,143.41899999999995,146.88599999999997,150.35299999999995,153.81999999999996,157.28699999999995,3.4669999999999987
139,139,1,-1.7861,17.2734,0.11342,12.204,13.241,14.278,15.578,17.273,19.607,23.104,29.169,32.666,36.163,39.66,43.157,46.653999999999996,50.150999999999996,53.647999999999996,57.144999999999996,60.641999999999996,64.139,67.636,71.133,74.63,78.127,81.624,85.121,88.618,92.115,95.612,99.109,102.606,106.103,109.6,113.097,116.594,120.091,123.588,127.085,130.582,134.079,137.576,141.073,144.57,148.067,151.564,155.061,158.55800000000002,3.497
140,140,1,-1.7846,17.324,0.11379,12.228,13.27,14.312,15.619,17.324,19.674,23.199,29.329,32.854,36.379000000000005,39.90400000000001,43.42900000000001,46.95400000000001,50.47900000000001,54.00400000000002,57.52900000000002,61.054000000000016,64.57900000000002,68.10400000000001,71.62900000000002,75.15400000000002,78.67900000000003,82.20400000000004,85.72900000000004,89.25400000000005,92.77900000000004,96.30400000000003,99.82900000000004,103.35400000000004,106.87900000000005,110.40400000000005,113.92900000000006,117.45400000000006,120.97900000000007,124.50400000000005,128.02900000000005,131.55400000000006,135.07900000000006,138.60400000000007,142.12900000000008,145.65400000000008,149.1790000000001,152.70400000000006,156.22900000000007,159.75400000000008,3.525000000000002
141,141,1,-1.7828,17.3752,0.11415,12.253,13.3,14.347,15.66,17.375,19.741,23.293,29.487,33.039,36.590999999999994,40.143,43.69499999999999,47.247,50.79899999999999,54.351,57.90299999999999,61.455,65.00699999999999,68.559,72.11099999999999,75.663,79.21499999999999,82.767,86.31899999999999,89.871,93.42299999999999,96.975,100.52699999999999,104.07899999999998,107.63099999999999,111.18299999999999,114.73499999999999,118.28699999999998,121.83899999999998,125.39099999999999,128.94299999999998,132.49499999999998,136.047,139.599,143.15099999999998,146.70299999999997,150.255,153.807,157.35899999999998,160.91099999999997,3.5519999999999996
142,142,1,-1.7806,17.4272,0.11451,12.278,13.33,14.382,15.702,17.427,19.808,23.389,29.645,33.226,36.807,40.388,43.968999999999994,47.55,51.131,54.711999999999996,58.29299999999999,61.873999999999995,65.455,69.03599999999999,72.61699999999999,76.198,79.779,83.35999999999999,86.94099999999999,90.52199999999999,94.103,97.68399999999998,101.26499999999999,104.84599999999999,108.42699999999998,112.00799999999998,115.58899999999998,119.16999999999999,122.75099999999999,126.33199999999998,129.91299999999998,133.494,137.075,140.65599999999998,144.237,147.81799999999998,151.399,154.98,158.561,162.142,3.5809999999999995
143,143,1,-1.778,17.4799,0.11487,12.303,13.36,14.417,15.745,17.48,19.877,23.485,29.802,33.41,37.018,40.626000000000005,44.234,47.842,51.45,55.05800000000001,58.666000000000004,62.27400000000001,65.882,69.49000000000001,73.09800000000001,76.70600000000002,80.31400000000001,83.922,87.53,91.138,94.74600000000001,98.35400000000001,101.96200000000002,105.57000000000002,109.178,112.786,116.394,120.00200000000001,123.61000000000001,127.21800000000002,130.82600000000002,134.43400000000003,138.042,141.65,145.258,148.866,152.47400000000002,156.08200000000002,159.69000000000003,163.298,3.6080000000000005
144,144,1,-1.7751,17.5334,0.11522,12.328,13.391,14.453,15.788,17.533,19.946,23.581,29.957,33.592,37.227,40.861999999999995,44.49699999999999,48.13199999999999,51.76699999999999,55.40199999999999,59.036999999999985,62.67199999999998,66.30699999999999,69.94199999999998,73.57699999999997,77.21199999999997,80.84699999999998,84.48199999999997,88.11699999999996,91.75199999999997,95.38699999999997,99.02199999999996,102.65699999999995,106.29199999999994,109.92699999999996,113.56199999999995,117.19699999999995,120.83199999999994,124.46699999999996,128.10199999999995,131.73699999999994,135.37199999999993,139.00699999999995,142.64199999999994,146.27699999999993,149.91199999999992,153.54699999999994,157.18199999999993,160.81699999999992,164.4519999999999,3.634999999999998
145,145,1,-1.7719,17.5877,0.11556,12.355,13.422,14.49,15.833,17.588,20.015,23.677,30.11,33.772,37.434,41.096,44.757999999999996,48.419999999999995,52.081999999999994,55.74399999999999,59.40599999999999,63.06799999999999,66.72999999999999,70.392,74.05399999999999,77.71599999999998,81.37799999999999,85.03999999999999,88.70199999999998,92.36399999999998,96.02599999999998,99.68799999999997,103.34999999999998,107.01199999999999,110.67399999999998,114.33599999999997,117.99799999999998,121.65999999999998,125.32199999999997,128.98399999999998,132.64599999999996,136.308,139.96999999999997,143.63199999999995,147.29399999999998,150.95599999999996,154.61799999999997,158.27999999999997,161.94199999999995,165.60399999999998,3.661999999999999
146,146,1,-1.7684,17.6427,0.1159,12.381,13.454,14.528,15.877,17.643,20.086,23.774,30.262,33.95,37.638000000000005,41.32600000000001,45.01400000000001,48.70200000000001,52.390000000000015,56.07800000000002,59.76600000000002,63.45400000000002,67.14200000000002,70.83000000000003,74.51800000000003,78.20600000000003,81.89400000000003,85.58200000000004,89.27000000000004,92.95800000000004,96.64600000000004,100.33400000000005,104.02200000000005,107.71000000000005,111.39800000000005,115.08600000000006,118.77400000000006,122.46200000000006,126.15000000000006,129.83800000000008,133.52600000000007,137.21400000000006,140.90200000000007,144.5900000000001,148.27800000000008,151.96600000000007,155.65400000000008,159.3420000000001,163.0300000000001,166.71800000000007,3.6880000000000024
